,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,ひじき,F,,つけ,F-comp
2,002-00-000,水,F,,つけ,F-comp
4,004-00-000,5,D,,ほど,V-tm
6,006-00-000,ほど,Ac,,つけ,V-tm
7,007-00-000,つけ,Ac,,もど,Targ
9,009-00-000,もど,Ac,,き,Targ
12,012-00-000,水け,F,,き,Targ
14,014-00-000,き,Ac,,切,Targ
17,017-00-000,食べ,Sf,,切,Dest
20,020-00-000,切,Ac,,合わせ,Targ
23,023-00-000,えのき,F,,根元,F-part-of
25,025-00-000,根元,F,,切,F-comp
27,027-00-000,切,Ac,,切,Targ
30,030-00-000,長,Sf,,切,other-mod
32,032-00-000,2,Sf,,cm,other-mod
34,034-00-000,3,Sf,,cm,other-mod
35,035-00-000,cm,Sf,,切,Targ
37,037-00-000,切,Ac,,合わせ,Targ
40,040-00-000,合わせ,Ac,,入れ,Targ
44,044-00-000,ボール,T,,入れ,T-comp
46,046-00-000,入れ,Ac,,かけ,Targ
48,048-00-000,ラップ,T,,かけ,T-comp
50,050-00-000,かけ,Ac,,加熱,Targ
52,052-00-000,電子,T,,レンジ,T-eq
53,053-00-000,レンジ,T,,加熱,Targ
55,055-00-000,約,D,,加熱,Targ
58,058-00-000,加熱,Ac,,1,F-eq
61,061-00-000,ボール,T,,混ぜ合わせ,T-comp
63,063-00-000,A,F,,混ぜ合わせ,F-comp
65,065-00-000,混ぜ合わせ,Ac,,加え,Targ
68,068-00-000,1,F,,加え,F-comp
71,071-00-000,加え,Ac,,からめ,Targ
73,073-00-000,からめ,Ac,,取,Targ
75,075-00-000,粗熱,F,,取,Targ
