,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,トマト,F,,へた,F-part-of
2,002-00-000,へた,F,,取,F-comp
4,004-00-000,取,Ac,,取,Targ
7,007-00-000,赤,F,,パプリカ,F-eq
8,008-00-000,パプリカ,F,,種,F-part-of
12,012-00-000,種,F,,取,F-comp
14,014-00-000,取,Ac,,切,Targ
17,017-00-000,きゅうり,F,,切,F-comp
21,021-00-000,一口,Sf,,大,other-mod
22,022-00-000,大,Sf,,切,Dest
24,024-00-000,切,Ac,,入れ,Targ
27,027-00-000,ミキサー,T,,入れ,T-comp
33,033-00-000,A,F,,入れ,F-comp
35,035-00-000,入れ,Ac,,撹拌,Targ
37,037-00-000,全体,F,,撹拌,Targ
39,039-00-000,なめらか,Sf,,な,Agent
41,041-00-000,な,Af,,撹拌,V-tm
44,044-00-000,撹拌,Ac,,移,V-tm
47,047-00-000,ボール,T,,移,T-comp
49,049-00-000,移,Ac,,冷や,Targ
52,052-00-000,冷蔵,T,,冷や,T-comp
55,055-00-000,冷や,Ac,,入れ,Targ
58,058-00-000,器,T,,入れ,T-comp
60,060-00-000,入れ,Ac,,回しかけ,Targ
64,064-00-000,オリーブ,F,,オイル,F-eq
65,065-00-000,オイル,Ac,,回しかけ,F-comp
67,067-00-000,タバスコ,F,,回しかけ,F-comp
69,069-00-000,R,F,,回しかけ,F-comp
