,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鶏肉,F,,し,Targ
2,002-00-000,厚,Sf,,部分,F-part-of
4,004-00-000,部分,F,,し,Targ
9,009-00-000,し,Ac,,切,Targ
11,011-00-000,半分,Sf,,切,Dest
13,013-00-000,切,Ac,,入れ,Targ
16,016-00-000,バット,F,,入れ,T-comp
18,018-00-000,入れ,Ac,,混ぜ合わせ,Targ
21,021-00-000,ボール,T,,混ぜ合わせ,T-comp
23,023-00-000,ソース,F,,混ぜ合わせ,F-comp
25,025-00-000,材料,F,,混ぜ合わせ,Targ
27,027-00-000,混ぜ合わせ,Ac,,お,Targ
29,029-00-000,鶏肉,F,,お,Targ
32,032-00-000,30,D,,お,V-tm
33,033-00-000,分,Ac,,お,V-tm
34,034-00-000,ほど,Ac,,お,V-tm
35,035-00-000,お,Ac,,鶏肉,F-eq
38,038-00-000,オーブン,T,,温め,T-comp
40,040-00-000,230,St,,温め,V-tm
43,043-00-000,温め,Ac,,オーブン,T-eq
48,048-00-000,オーブン,T,,敷,T-comp
50,050-00-000,天板,T,,敷,T-comp
52,052-00-000,オーブン,T,,シート,T-eq
54,054-00-000,シート,F,,敷,T-comp
56,056-00-000,敷,Ac,,し,Targ
59,059-00-000,鶏肉,F,,皮,F-part-of
61,061-00-000,皮,F,,し,Targ
63,063-00-000,上,Sf,,し,Targ
65,065-00-000,し,Ac,,並べ,Targ
68,068-00-000,並べ,Ac,,焼,Targ
71,071-00-000,オーブン,T,,焼,T-comp
75,075-00-000,25,D,,分,V-tm
78,078-00-000,分,Sf,,焼,V-tm
