,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鶏肉,F,,両面,F-part-of
2,002-00-000,両面,F,,刺,F-comp
4,004-00-000,フォーク,F,,刺,T-comp
8,008-00-000,刺,Ac,,あけ,Targ
11,011-00-000,穴,Sf,,あけ,Targ
13,013-00-000,あけ,Ac,,切,Targ
15,015-00-000,一,F,,切,F-comp
18,018-00-000,6,Q,,切,F-comp
20,020-00-000,くらい,Sf,,切,F-comp
22,022-00-000,切,Ac,,入れ,Targ
25,025-00-000,バット,F,,混ぜ合わせ,T-comp
27,027-00-000,漬け,F,,混ぜ合わせ,Targ
30,030-00-000,材料,F,,混ぜ合わせ,F-comp
32,032-00-000,混ぜ合わせ,Ac,,入れ,Targ
34,034-00-000,鶏肉,F,,入れ,F-comp
36,036-00-000,入れ,Ac,,からめ,Targ
38,038-00-000,からめ,Ac,,お,Targ
40,040-00-000,10,D,,分,other-mod
43,043-00-000,分,Ac,,お,Targ
44,044-00-000,お,Ac,,鶏肉,Targ
47,047-00-000,オーブン,T,,温め,T-comp
49,049-00-000,220,St,,温め,Dest
51,051-00-000,230,St,,温め,Dest
54,054-00-000,温め,Ac,,オーブン,Targ
58,058-00-000,天板,T,,敷,T-comp
60,060-00-000,オーブン,T,,シート,T-eq
62,062-00-000,シート,F,,敷,T-comp
64,064-00-000,敷,Ac,,並べ,Targ
67,067-00-000,鶏肉,F,,漬け,F-comp
69,069-00-000,漬け,Ac,,からめ,Targ
70,070-00-000,だれ,F,,からめ,F-comp
72,072-00-000,からめ,Ac,,し,Targ
76,076-00-000,皮目,F,,し,F-comp
78,078-00-000,上,Sf,,し,Dest
80,080-00-000,し,Ac,,並べ,Targ
82,082-00-000,並べ,Ac,,入れ,Targ
85,085-00-000,220,St,,焼,Dest
87,087-00-000,230,St,,焼,Dest
90,090-00-000,オーブン,T,,焼,T-comp
100,100-00-000,入れ,Ac,,焼,Targ
102,102-00-000,こんがり,Sf,,焼,V-tm
106,106-00-000,15,D,,焼,V-tm
110,110-00-000,焼,Ac,,盛,Targ
113,113-00-000,器,T,,盛,T-comp
115,115-00-000,盛,Ac,,添え,Targ
120,120-00-000,ラディッシュ,F,,添え,F-comp
122,122-00-000,レモン,F,,添え,F-comp
124,124-00-000,くし,Sf,,形,other-mod
125,125-00-000,形,Ac,,添え,Dest
128,128-00-000,添え,Ac,,かけ,Targ
130,130-00-000,レモン,F,,かけ,F-comp
