,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,玉ねぎ,F,,する,F-comp
2,002-00-000,みじん,Sf,,切り,other-mod
3,003-00-000,切り,Sf,,する,Dest
5,005-00-000,する,Ac,,玉ねぎ,F-eq
7,007-00-000,フライパン,T,,入れ,T-comp
9,009-00-000,バター,F,,入れ,F-comp
10,010-00-000,大さじ,Q,,1,other-mod
11,011-00-000,1,F,,入れ,Targ
13,013-00-000,入れ,Ac,,熱,Targ
15,015-00-000,強火,T,,熱,T-comp
17,017-00-000,熱,Ac,,炒め,Targ
20,020-00-000,玉ねぎ,F,,炒め,F-comp
22,022-00-000,しんなり,Af,,炒め,V-tm
25,025-00-000,炒め,Ac,,止め,Targ
27,027-00-000,火,T,,止め,F-comp
29,029-00-000,止め,Ac,,取,Targ
36,036-00-000,粗熱,Sf,,取,V-tm
38,038-00-000,取,Ac,,入れ,Targ
41,041-00-000,ボール,T,,入れ,T-comp
43,043-00-000,ひき肉,F,,入れ,F-comp
45,045-00-000,玉ねぎ,F,,入れ,F-comp
47,047-00-000,パン,F,,粉,F-eq
48,048-00-000,粉,Q,,入れ,F-comp
49,049-00-000,1,Q,,カップ,other-mod
51,051-00-000,4,Q,,カップ,other-mod
52,052-00-000,カップ,F,,入れ,T-comp
54,054-00-000,卵黄,F,,入れ,F-comp
56,056-00-000,入れ,Ac,,加え,Targ
58,058-00-000,塩,F,,加え,F-comp
60,060-00-000,こしょう,F,,加え,F-comp
62,062-00-000,ナツメッグ,F,,加え,F-comp
64,064-00-000,少々,Q,,加え,other-mod
66,066-00-000,加え,Ac,,練り混ぜ,Targ
69,069-00-000,粘り,Sf,,出,Agent
71,071-00-000,出,Af,,練り混ぜ,V-tm
74,074-00-000,耳,Ac,,な,Agent
81,081-00-000,な,Af,,練り混ぜ,V-tm
84,084-00-000,手,T,,練り混ぜ,Dest
86,086-00-000,練り混ぜ,Ac,,まとめ,Targ
89,089-00-000,手,T,,つけ,Dest
91,091-00-000,サラダ,F,,油,F-eq
92,092-00-000,油,F,,つけ,F-comp
93,093-00-000,少々,Q,,つけ,other-mod
95,095-00-000,つけ,Ac,,まとめ,Targ
98,098-00-000,たね,F,,まとめ,F-comp
100,100-00-000,4,Sf,,等分,other-mod
101,101-00-000,等分,Ac,,まとめ,Dest
104,104-00-000,丸,Sf,,まとめ,Dest
106,106-00-000,まとめ,Ac,,投げつけ,Targ
111,111-00-000,キャッチ,F,,ボール,other-mod
112,112-00-000,ボール,T,,たね,F-eq
117,117-00-000,たね,F,,投げつけ,F-comp
119,119-00-000,投げつけ,Ac,,抜,Targ
121,121-00-000,空気,F,,抜,Targ
123,123-00-000,抜,Ac,,まとめ,Targ
126,126-00-000,小判,Sf,,まとめ,Dest
129,129-00-000,まとめ,Ac,,整え,Targ
132,132-00-000,水,F,,ぬら,F-comp
134,134-00-000,ぬら,Ac,,置,Targ
137,137-00-000,まな,T,,置,T-comp
140,140-00-000,置,Ac,,整え,Targ
143,143-00-000,包丁,T,,腹,T-part-of
145,145-00-000,腹,T,,整え,F-comp
149,149-00-000,周囲,F,,整え,Targ
151,151-00-000,裂け,Sf,,目,other-mod
152,152-00-000,目,F,,整え,Targ
154,154-00-000,な,Af,,整え,V-tm
158,158-00-000,整え,Ac,,入れ,Targ
160,160-00-000,中心,F,,へこ,Targ
164,164-00-000,へこ,Ac,,入れ,Targ
169,169-00-000,フライパン,T,,入れ,T-comp
171,171-00-000,サラダ,F,,油,T-eq
172,172-00-000,油,F,,入れ,F-comp
173,173-00-000,大さじ,Q,,1,other-mod
174,174-00-000,1,F,,入れ,F-comp
176,176-00-000,入れ,Ac,,熱,Targ
178,178-00-000,中火,T,,熱,T-comp
180,180-00-000,熱,Ac,,へこ,Targ
183,183-00-000,油,F,,なじ,Agent
185,185-00-000,なじ,Af,,へこ,V-tm
189,189-00-000,肉,F,,へこ,F-comp
191,191-00-000,へこ,Ac,,し,Targ
195,195-00-000,ほう,F,,し,Dest
197,197-00-000,上,Sf,,し,Dest
199,199-00-000,し,Ac,,入れ,Targ
201,201-00-000,入れ,Ac,,し,Targ
203,203-00-000,強火,St,,し,Dest
205,205-00-000,し,Ac,,焼,Targ
207,207-00-000,焼,Ac,,裏返,Targ
213,213-00-000,焼き色,F,,つ,Agent
215,215-00-000,つ,Af,,裏返,V-tm
218,218-00-000,裏返,Ac,,し,Targ
221,221-00-000,弱火,St,,し,T-comp
223,223-00-000,し,Ac,,し,Targ
225,225-00-000,ふた,T,,し,T-comp
227,227-00-000,し,Ac,,焼,Targ
229,229-00-000,5,D,,焼,V-tm
233,233-00-000,焼,Ac,,さわ,Targ
236,236-00-000,表面,F,,さわ,Targ
240,240-00-000,汁,F,,出,Agent
242,242-00-000,出,Af,,止め,Targ
245,245-00-000,指,T,,さわ,Dest
247,247-00-000,さわ,Ac,,止め,V-tm
252,252-00-000,弾力,F,,あ,Agent
254,254-00-000,あ,Af,,止め,V-tm
257,257-00-000,火,T,,止め,T-comp
259,259-00-000,止め,Ac,,捨て,Targ
