,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鶏肉,F,,余分,F-part-of
2,002-00-000,余分,Sf,,脂肪,F-part-of
6,006-00-000,脂肪,F,,取り除,F-comp
8,008-00-000,取り除,Ac,,する,Targ
11,011-00-000,一口,Sf,,大,other-mod
12,012-00-000,大,Q,,する,Targ
14,014-00-000,そぎ,Sf,,切り,other-mod
15,015-00-000,切り,Sf,,する,Targ
17,017-00-000,する,Ac,,入れ,Targ
19,019-00-000,ボール,T,,入れ,T-comp
21,021-00-000,鶏肉,F,,入れ,F-comp
23,023-00-000,入れ,Ac,,加え,Targ
25,025-00-000,A,F,,加え,Targ
27,027-00-000,加え,Ac,,もみ込,Targ
29,029-00-000,手,T,,もみ込,Dest
31,031-00-000,もみ込,Ac,,お,Targ
34,034-00-000,5,D,,分,other-mod
35,035-00-000,分,Ac,,ほど,V-tm
36,036-00-000,ほど,Ac,,お,V-tm
37,037-00-000,お,Ac,,加え,Targ
40,040-00-000,溶き卵,F,,加え,F-comp
42,042-00-000,片栗粉,F,,加え,F-comp
44,044-00-000,加え,Ac,,混ぜ合わせ,Targ
46,046-00-000,手,T,,混ぜ合わせ,Dest
48,048-00-000,混ぜ合わせ,Ac,,入れ,Targ
51,051-00-000,揚げ油,F,,入れ,Targ
53,053-00-000,中温,Ac,,170,other-mod
55,055-00-000,170,St,,入れ,V-tm
58,058-00-000,菜箸,F,,ぬれ,T-comp
60,060-00-000,ぬれ,Ac,,拭,Targ
64,064-00-000,拭,Ac,,入れ,Targ
67,067-00-000,入れ,Ac,,出,Agent
73,073-00-000,泡,F,,出,Agent
75,075-00-000,出,Af,,温め,V-tm
81,081-00-000,温め,Ac,,入れ,V-tm
84,084-00-000,油,F,,表面,F-part-of
86,086-00-000,表面,F,,いっぱい,Agent
88,088-00-000,いっぱい,Sf,,な,Agent
90,090-00-000,な,Af,,入れ,V-tm
94,094-00-000,鶏肉,F,,入れ,F-comp
96,096-00-000,1,Sf,,入れ,Targ
99,099-00-000,入れ,Ac,,揚げ,Targ
104,104-00-000,揚げ,Ac,,混ぜ,Targ
107,107-00-000,ころも,F,,混ぜ,Targ
109,109-00-000,固ま,Af,,混ぜ,Targ
115,115-00-000,菜箸,T,,混ぜ,T-comp
119,119-00-000,混ぜ,Ac,,混ぜ,Targ
123,123-00-000,混ぜ,Ac,,揚げ,Targ
125,125-00-000,4,D,,分,other-mod
128,128-00-000,分,Ac,,揚げ,V-tm
129,129-00-000,揚げ,Ac,,揚げ,Targ
131,131-00-000,揚げ油,F,,な,Agent
133,133-00-000,ピチピチ,Sf,,な,Agent
135,135-00-000,音,F,,な,Agent
140,140-00-000,な,Af,,揚げ,Agent
143,143-00-000,肉,F,,な,Agent
145,145-00-000,きつね色,Sf,,な,Agent
147,147-00-000,な,Af,,揚げ,V-tm
151,151-00-000,揚げ,Ac,,取り出,Targ
154,154-00-000,取り出,Ac,,き,Targ
157,157-00-000,油,F,,き,F-comp
159,159-00-000,き,Ac,,盛,Targ
162,162-00-000,器,T,,盛,T-comp
164,164-00-000,盛,Ac,,添え,Targ
167,167-00-000,下記,F,,添え,Dest
169,169-00-000,キャベツ,F,,添え,F-comp
171,171-00-000,きゅうり,F,,添え,F-comp
173,173-00-000,塩もみ,F,,添え,F-comp
