,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,米,F,,上げ,F-comp
2,002-00-000,炊,Ac,,前,other-mod
4,004-00-000,30,D,,分,other-mod
5,005-00-000,分,Ac,,前,other-mod
6,006-00-000,前,F,,上げ,Dest
11,011-00-000,ざる,T,,上げ,T-comp
13,013-00-000,上げ,Ac,,米,other-mod
21,021-00-000,殻,F,,刺,F-comp
29,029-00-000,2,Sf,,刺,Targ
33,033-00-000,竹串,T,,刺,T-comp
35,035-00-000,刺,Ac,,取,Targ
38,038-00-000,背わた,F,,取,F-comp
40,040-00-000,取,Ac,,具,Targ
43,043-00-000,ムール,F,,こすり合わせ,F-comp
49,049-00-000,こすり合わせ,Ac,,し,A-eq
53,053-00-000,し,Ac,,洗,Targ
55,055-00-000,洗,Ac,,取,Targ
58,058-00-000,足糸,F,,取,F-comp
60,060-00-000,取,Ac,,切,Targ
63,063-00-000,白身,F,,半分,F-part-of
66,066-00-000,半分,Sf,,切,Dest
68,068-00-000,切,Ac,,ふ,Targ
71,071-00-000,塩,F,,ふ,F-comp
73,073-00-000,こしょう,F,,ふ,F-comp
75,075-00-000,少々,Q,,ふ,other-mod
77,077-00-000,ふ,Ac,,具,Targ
80,080-00-000,鶏肉,F,,切,F-comp
82,082-00-000,大き,Sf,,切,other-mod
84,084-00-000,もの,F,,切,other-mod
86,086-00-000,食べ,Sf,,切,other-mod
89,089-00-000,切,Ac,,ふ,Targ
92,092-00-000,塩,F,,ふ,F-comp
94,094-00-000,こしょう,F,,ふ,F-comp
96,096-00-000,少々,Q,,ふ,other-mod
98,098-00-000,ふ,Ac,,鶏肉,other-mod
101,101-00-000,サフラン,F,,入れ,F-comp
103,103-00-000,小さ,Sf,,器,T-eq
105,105-00-000,器,T,,入れ,T-comp
107,107-00-000,入れ,Ac,,加え,Targ
109,109-00-000,水,F,,加え,F-comp
110,110-00-000,大さじ,Q,,4,other-mod
111,111-00-000,4,F,,加え,other-mod
113,113-00-000,加え,Ac,,うつ,Targ
115,115-00-000,水,F,,うつ,F-comp
117,117-00-000,色,Sf,,うつ,Targ
119,119-00-000,うつ,Ac,,サフラン,other-mod
122,122-00-000,トマト,F,,取,F-comp
124,124-00-000,へた,F,,取,F-comp
126,126-00-000,取,Ac,,切,Targ
129,129-00-000,縦,Sf,,8,other-mod
130,130-00-000,8,Sf,,切,Targ
133,133-00-000,切,Ac,,取り除,Targ
136,136-00-000,種,F,,取り除,Targ
138,138-00-000,取り除,Ac,,具,Targ
141,141-00-000,ピーマン,F,,切,F-comp
143,143-00-000,縦,Sf,,半分,other-mod
144,144-00-000,半分,Sf,,切,Dest
146,146-00-000,切,Ac,,取り除,Targ
149,149-00-000,へた,F,,取り除,F-comp
151,151-00-000,種,F,,取り除,F-comp
153,153-00-000,取り除,Ac,,する,A-eq
156,156-00-000,乱切り,Sf,,する,A-eq
158,158-00-000,する,Ac,,ピーマン,Targ
160,160-00-000,玉ねぎ,F,,する,F-comp
162,162-00-000,にんにく,F,,する,F-comp
165,165-00-000,みじん,Sf,,切り,other-mod
166,166-00-000,切り,Sf,,する,Targ
168,168-00-000,する,Ac,,玉ねぎ,Targ
170,170-00-000,ハム,F,,切,F-comp
172,172-00-000,半分,Sf,,切,Dest
174,174-00-000,切,Ac,,具,Targ
177,177-00-000,ライム,F,,切,F-comp
179,179-00-000,レモン,F,,切,F-comp
182,182-00-000,縦,Sf,,4,other-mod
183,183-00-000,4,D,,等分,other-mod
185,185-00-000,6,Sf,,等分,other-mod
186,186-00-000,等分,Sf,,切,Dest
188,188-00-000,切,Ac,,飾,Targ
191,191-00-000,鍋,T,,沸か,T-comp
193,193-00-000,水,F,,沸か,F-comp
194,194-00-000,3,Q,,カップ,other-mod
196,196-00-000,1,F,,カップ,other-mod
198,198-00-000,2,Q,,カップ,other-mod
199,199-00-000,カップ,F,,沸か,Targ
201,201-00-000,沸か,Ac,,加え,Targ
204,204-00-000,洋風,F,,素,F-eq
207,207-00-000,素,F,,加え,F-comp
209,209-00-000,加え,Ac,,煮溶か,Targ
211,211-00-000,煮溶か,Ac,,スープ,other-mod
214,214-00-000,白身,F,,まぶ,F-comp
217,217-00-000,小麦,F,,粉,F-eq
218,218-00-000,粉,F,,まぶ,F-comp
222,222-00-000,まぶ,Ac,,はたき落と,Targ
225,225-00-000,余分,F,,粉,F-eq
227,227-00-000,粉,F,,はたき落と,F-comp
229,229-00-000,はたき落と,Ac,,魚,Targ
232,232-00-000,パエリヤ,F,,パン,T-eq
233,233-00-000,パン,F,,熱,T-comp
238,238-00-000,フライパン,T,,熱,T-comp
241,241-00-000,サラダ,F,,油,F-eq
242,242-00-000,油,F,,熱,T-comp
243,243-00-000,大さじ,Q,,1,other-mod
244,244-00-000,1,F,,熱,Targ
246,246-00-000,中火,T,,熱,T-comp
248,248-00-000,熱,Ac,,入れ,Targ
251,251-00-000,魚,F,,入れ,F-comp
253,253-00-000,入れ,Ac,,焼,Targ
255,255-00-000,両面,F,,焼,Targ
257,257-00-000,こんがり,F,,つ,Agent
259,259-00-000,焼き色,Sf,,つ,Agent
261,261-00-000,つ,Af,,焼,V-tm
264,264-00-000,焼,Ac,,取り出,Targ
267,267-00-000,取り出,Ac,,かけ,Targ
270,270-00-000,残,Af,,油,other-mod
273,273-00-000,油,F,,かけ,F-comp
275,275-00-000,中火,T,,かけ,T-comp
277,277-00-000,かけ,Ac,,入れ,Targ
279,279-00-000,鶏肉,F,,入れ,F-comp
281,281-00-000,入れ,Ac,,焼,Targ
286,286-00-000,焼き色,Sf,,つ,Agent
288,288-00-000,つ,Af,,焼,V-tm
291,291-00-000,焼,Ac,,取り出,Targ
294,294-00-000,取り出,Ac,,具,Targ
297,297-00-000,パエリヤ,F,,パン,T-eq
298,298-00-000,パン,Sf,,拭,T-comp
300,300-00-000,残,Ac,,油,other-mod
303,303-00-000,油,F,,拭,F-comp
305,305-00-000,ペーパー,T,,タオル,T-eq
306,306-00-000,タオル,T,,拭,T-comp
310,310-00-000,拭,Ac,,熱,Targ
313,313-00-000,バター,F,,熱,F-comp
314,314-00-000,大さじ,Q,,3,other-mod
315,315-00-000,3,F,,熱,Targ
317,317-00-000,中火,T,,熱,T-comp
319,319-00-000,熱,Ac,,炒め,Targ
322,322-00-000,玉ねぎ,F,,炒め,F-comp
324,324-00-000,にんにく,F,,炒め,F-comp
326,326-00-000,炒め,Ac,,加え,Targ
329,329-00-000,玉ねぎ,F,,透き通,Agent
331,331-00-000,透き通,Af,,加え,V-tm
334,334-00-000,ピーマン,F,,加え,F-comp
336,336-00-000,加え,Ac,,炒め合わせ,Targ
338,338-00-000,炒め合わせ,Ac,,加え,Targ
340,340-00-000,全体,F,,なじ,Agent
342,342-00-000,バター,F,,なじ,Agent
344,344-00-000,なじ,Af,,加え,V-tm
348,348-00-000,米,F,,加え,F-comp
350,350-00-000,加え,Ac,,混ぜ,Targ
353,353-00-000,木べら,T,,混ぜ,T-comp
357,357-00-000,混ぜ,Ac,,炒め,Targ
359,359-00-000,炒め,Ac,,加え,Targ
361,361-00-000,米,F,,透き通,Agent
363,363-00-000,透き通,Af,,加え,V-tm
366,366-00-000,トマト,F,,ピューレ,F-eq
367,367-00-000,ピューレ,F,,加え,F-comp
369,369-00-000,加え,Ac,,混ぜ,Targ
371,371-00-000,混ぜ,Ac,,から,Targ
373,373-00-000,全体,F,,から,Dest
375,375-00-000,均一,Sf,,から,Dest
377,377-00-000,から,Ac,,加え,Targ
382,382-00-000,サフラン,F,,漬け汁,F-eq
384,384-00-000,漬け汁,F,,加え,Targ
386,386-00-000,加え,Ac,,注,Targ
388,388-00-000,スープ,F,,注,Targ
390,390-00-000,注,Ac,,する,Targ
393,393-00-000,強火,Sf,,する,Dest
395,395-00-000,する,Ac,,彩り,Targ
397,397-00-000,煮立,Af,,具,Targ
401,401-00-000,具,F,,彩り,F-comp
403,403-00-000,彩り,Ac,,並べ入れ,Targ
406,406-00-000,並べ入れ,Ac,,ふ,Targ
408,408-00-000,塩,F,,ふ,F-comp
409,409-00-000,小さじ,Q,,ふ,Targ
412,412-00-000,こしょう,F,,ふ,F-comp
413,413-00-000,少々,Q,,ふ,other-mod
415,415-00-000,ふ,Ac,,かぶせ,Targ
418,418-00-000,アルミホイル,T,,かぶせ,T-comp
422,422-00-000,かぶせ,Ac,,し,A-eq
424,424-00-000,中火,St,,し,A-eq
426,426-00-000,し,Ac,,炊,Targ
428,428-00-000,炊,Ac,,し,A-eq
431,431-00-000,蒸気,F,,出,Agent
433,433-00-000,出,Af,,し,V-tm
436,436-00-000,弱火,St,,し,T-comp
438,438-00-000,し,Ac,,炊,Targ
440,440-00-000,20,D,,炊,V-tm
444,444-00-000,炊,Ac,,止め,V-tm
447,447-00-000,火,T,,止め,T-comp
449,449-00-000,止め,Ac,,蒸ら,V-tm
451,451-00-000,15,D,,分,V-tm
452,452-00-000,分,Ac,,蒸ら,V-tm
454,454-00-000,蒸ら,Ac,,はず,V-tm
457,457-00-000,アルミホイル,F,,はず,T-comp
459,459-00-000,はず,Ac,,飾,Targ
463,463-00-000,ライム,F,,飾,F-comp
465,465-00-000,レモン,F,,飾,F-comp
467,467-00-000,飾,Ac,,かけ,Targ
470,470-00-000,ライム,F,,かけ,F-comp
472,472-00-000,レモン,F,,かけ,F-comp
