,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,器,T,,混ぜ合わせ,T-comp
2,002-00-000,下味,F,,混ぜ合わせ,F-comp
4,004-00-000,材料,F,,混ぜ合わせ,F-comp
6,006-00-000,混ぜ合わせ,Ac,,下味,F-eq
9,009-00-000,菜の花,F,,下,F-part-of
11,011-00-000,下,Sf,,堅,F-part-of
13,013-00-000,堅,Sf,,部分,F-part-of
15,015-00-000,部分,F,,4,other-mod
17,017-00-000,4,Q,,1,other-mod
20,020-00-000,1,F,,切り落と,F-comp
22,022-00-000,切り落と,Ac,,菜,F-eq
25,025-00-000,塩,F,,入れ,F-comp
26,026-00-000,少々,Q,,入れ,other-mod
28,028-00-000,入れ,Ac,,入れ,Targ
30,030-00-000,たっぷり,Q,,入れ,Targ
32,032-00-000,熱湯,F,,入れ,T-comp
34,034-00-000,菜,F,,の花,F-eq
35,035-00-000,の花,F,,入れ,F-comp
37,037-00-000,入れ,Ac,,ゆで,Targ
39,039-00-000,強火,T,,ゆで,T-comp
41,041-00-000,1,D,,ゆで,V-tm
43,043-00-000,ほど,Ac,,ゆで,V-tm
44,044-00-000,ゆで,Ac,,と,Targ
46,046-00-000,色,Sf,,鮮やか,Agent
48,048-00-000,鮮やか,Sf,,な,Agent
50,050-00-000,な,Af,,と,V-tm
54,054-00-000,冷水,F,,と,F-comp
56,056-00-000,と,Ac,,上げ,Targ
59,059-00-000,ざる,T,,上げ,T-comp
62,062-00-000,上げ,Ac,,き,Targ
67,067-00-000,水け,F,,き,Targ
69,069-00-000,き,Ac,,切,Targ
72,072-00-000,長,Sf,,3,other-mod
75,075-00-000,3,Sf,,切,Targ
78,078-00-000,切,Ac,,からめ,Targ
81,081-00-000,下味,F,,からめ,F-comp
83,083-00-000,全体,F,,からめ,Targ
85,085-00-000,からめ,Ac,,き,Targ
92,092-00-000,水け,F,,き,Targ
94,094-00-000,き,Ac,,あえ,Targ
102,102-00-000,あえ,F,,あえ,Targ
