,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鶏肉,F,,身,F-part-of
2,002-00-000,身,Sf,,そば,F-part-of
4,004-00-000,そば,F,,脂肪,F-part-of
10,010-00-000,脂肪,F,,切,F-comp
12,012-00-000,切,Ac,,入れ,Targ
15,015-00-000,身,F,,入れ,Targ
17,017-00-000,数,Ac,,入れ,Targ
19,019-00-000,切り目,F,,入れ,Targ
21,021-00-000,入れ,Ac,,切,Targ
23,023-00-000,筋,F,,切,F-comp
25,025-00-000,切,Ac,,ふ,Targ
28,028-00-000,塩,F,,ふ,F-comp
30,030-00-000,粗びき,F,,ふ,F-comp
34,034-00-000,少々,Q,,ふ,other-mod
36,036-00-000,ふ,Ac,,鶏肉,Targ
39,039-00-000,トマト,F,,切,F-comp
41,041-00-000,食べ,Sf,,やす,other-mod
42,042-00-000,やす,Sf,,大き,other-mod
44,044-00-000,大き,Sf,,切,Dest
47,047-00-000,切,Ac,,トマト,Targ
50,050-00-000,鶏肉,F,,皮目,F-part-of
52,052-00-000,皮目,F,,し,F-comp
54,054-00-000,上,Sf,,し,Dest
56,056-00-000,し,Ac,,のせ,Targ
58,058-00-000,耐熱,T,,皿,T-eq
59,059-00-000,皿,T,,のせ,T-comp
61,061-00-000,のせ,Ac,,回しかけ,Targ
63,063-00-000,酒,F,,回しかけ,F-comp
64,064-00-000,大さじ,Q,,回しかけ,other-mod
65,065-00-000,2,Sf,,回しかけ,other-mod
67,067-00-000,3,F,,回しかけ,other-mod
69,069-00-000,回しかけ,Ac,,し,Targ
74,074-00-000,ラップ,T,,し,T-comp
76,076-00-000,し,Ac,,加熱,Targ
79,079-00-000,電子,T,,レンジ,T-eq
80,080-00-000,レンジ,T,,加熱,T-comp
82,082-00-000,4,D,,加熱,other-mod
85,085-00-000,加熱,Ac,,入れ,Targ
88,088-00-000,薬味,F,,入れ,F-comp
91,091-00-000,材料,F,,入れ,F-comp
93,093-00-000,耐熱,T,,入れ,T-comp
96,096-00-000,入れ,Ac,,混ぜ,Targ
99,099-00-000,混ぜ,Ac,,し,Targ
101,101-00-000,ふんわり,F,,し,other-mod
103,103-00-000,ラップ,T,,し,T-comp
105,105-00-000,し,Ac,,加熱,Targ
108,108-00-000,電子,T,,レンジ,T-eq
109,109-00-000,レンジ,T,,加熱,T-comp
111,111-00-000,20,D,,加熱,other-mod
114,114-00-000,加熱,Ac,,盛,Targ
117,117-00-000,器,T,,盛,T-comp
119,119-00-000,ご飯,F,,盛,F-comp
121,121-00-000,盛,Ac,,切,Targ
124,124-00-000,食べ,Sf,,切,Targ
127,127-00-000,切,Ac,,のせ,Targ
130,130-00-000,鶏肉,F,,のせ,F-comp
132,132-00-000,のせ,Ac,,添え,Targ
134,134-00-000,トマト,F,,添え,F-comp
136,136-00-000,香菜,F,,添え,F-comp
138,138-00-000,添え,Ac,,回しかけ,Targ
141,141-00-000,薬味,F,,回しかけ,Targ
