,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,キャベツ,F,,する,F-comp
2,002-00-000,にら,F,,する,F-comp
4,004-00-000,ねぎ,F,,する,F-comp
8,008-00-000,みじん,Sf,,切り,other-mod
9,009-00-000,切り,Sf,,加え,Targ
11,011-00-000,する,Ac,,加え,Targ
13,013-00-000,計量,Q,,カップ,T-eq
14,014-00-000,カップ,T,,合わせ,T-comp
16,016-00-000,水,F,,150,other-mod
17,017-00-000,150,Q,,合わせ,F-comp
20,020-00-000,小麦,F,,粉,F-eq
21,021-00-000,粉,F,,合わせ,F-comp
22,022-00-000,大さじ,Q,,1,other-mod
23,023-00-000,1,Q,,合わせ,F-comp
25,025-00-000,2,F,,合わせ,F-comp
27,027-00-000,合わせ,Ac,,水,Targ
30,030-00-000,小さ,Sf,,器,T-comp
32,032-00-000,器,T,,合わせ,T-comp
36,036-00-000,材料,F,,合わせ,F-comp
38,038-00-000,合わせ,Ac,,A,Targ
41,041-00-000,ボール,T,,入れ,T-comp
43,043-00-000,ひき肉,F,,入れ,F-comp
45,045-00-000,入れ,Ac,,加え,Targ
47,047-00-000,A,F,,加え,F-comp
49,049-00-000,加え,Ac,,練り混ぜ,Targ
51,051-00-000,練り混ぜ,Ac,,加え,Targ
54,054-00-000,粘り,Sf,,出,Agent
56,056-00-000,出,Af,,加え,V-tm
59,059-00-000,キャベツ,F,,加え,F-comp
61,061-00-000,にら,F,,加え,F-comp
63,063-00-000,ねぎ,F,,加え,F-comp
65,065-00-000,しょうが,F,,加え,F-comp
67,067-00-000,加え,Ac,,混ぜ,Targ
71,071-00-000,粘り,Sf,,出,Agent
73,073-00-000,出,Af,,混ぜ,V-tm
76,076-00-000,混ぜ,Ac,,のせ,Targ
79,079-00-000,餃子,F,,のせ,F-comp
81,081-00-000,皮,F,,のせ,F-comp
83,083-00-000,中央,F,,のせ,Dest
87,087-00-000,1,Q,,のせ,Targ
89,089-00-000,12,F,,のせ,Targ
92,092-00-000,のせ,Ac,,つけ,Targ
94,094-00-000,皮,F,,縁,T-eq
96,096-00-000,縁,F,,つけ,Dest
98,098-00-000,水,F,,つけ,F-comp
100,100-00-000,つけ,Ac,,折,Targ
102,102-00-000,半分,Sf,,折,Targ
104,104-00-000,折,Ac,,寄せ,Targ
107,107-00-000,ひだ,F,,寄せ,Targ
109,109-00-000,寄せ,Ac,,包,Targ
111,111-00-000,包,Ac,,包,Targ
114,114-00-000,残り,Q,,包,Targ
118,118-00-000,包,Ac,,餃子,Targ
121,121-00-000,フライパン,T,,なじ,Agent
123,123-00-000,サラダ,F,,油,F-eq
124,124-00-000,油,F,,なじ,Agent
125,125-00-000,大さじ,Q,,1,other-mod
126,126-00-000,1,F,,なじ,Agent
128,128-00-000,なじ,Ac,,押しつけ,Targ
132,132-00-000,餃子,F,,押しつけ,Targ
134,134-00-000,押しつけ,Ac,,し,A-eq
138,138-00-000,し,Ac,,並べ,Targ
140,140-00-000,並べ,Ac,,かけ,Targ
142,142-00-000,強火,T,,かけ,Targ
144,144-00-000,かけ,Ac,,混ぜ,Targ
147,147-00-000,バチバチ,F,,音,other-mod
149,149-00-000,音,F,,混ぜ,V-tm
157,157-00-000,計量,F,,カップ,T-eq
158,158-00-000,カップ,Q,,混ぜ,T-comp
160,160-00-000,水,F,,混ぜ,F-comp
162,162-00-000,小麦,F,,粉,F-eq
163,163-00-000,粉,F,,混ぜ,F-comp
166,166-00-000,混ぜ,Ac,,回し入れ,Targ
169,169-00-000,回し入れ,Ac,,し,A-eq
171,171-00-000,ふた,T,,し,T-comp
173,173-00-000,し,Ac,,し,Targ
175,175-00-000,弱火,St,,し,T-comp
177,177-00-000,し,Ac,,する,Targ
179,179-00-000,6,D,,する,V-tm
183,183-00-000,蒸し焼き,Sf,,する,Dest
185,185-00-000,する,Ac,,取,Targ
187,187-00-000,ふた,T,,取,T-comp
189,189-00-000,取,Ac,,強め,Targ
192,192-00-000,火,T,,強め,T-comp
194,194-00-000,強め,Ac,,離れ,Targ
196,196-00-000,羽根,F,,縁,F-part-of
198,198-00-000,縁,F,,離れ,Agent
200,200-00-000,フライパン,T,,離れ,Agent
202,202-00-000,離れ,Ac,,焼,V-tm
207,207-00-000,色づ,Af,,焼,V-tm
210,210-00-000,焼,Ac,,止め,Targ
213,213-00-000,火,T,,止め,T-comp
215,215-00-000,止め,Ac,,かぶせ,Targ
218,218-00-000,フライパン,T,,かぶせ,T-comp
220,220-00-000,器,T,,かぶせ,T-comp
222,222-00-000,かぶせ,Ac,,押さえ,Targ
224,224-00-000,押さえ,Ac,,ひっくり返,Targ
226,226-00-000,ひっくり返,Ac,,取り出,Targ
229,229-00-000,取り出,Ac,,つけ,Targ
