,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,ブロッコリー,F,,ブロッコリー,F-eq
2,002-00-000,ゆで,Ac,,ゆで,A-eq
6,006-00-000,ブロッコリー,F,,分け,F-comp
8,008-00-000,小房,Sf,,分け,Dest
10,010-00-000,分け,Ac,,切,Targ
12,012-00-000,縦,Sf,,切,Dest
13,013-00-000,2,D,,等分,other-mod
15,015-00-000,4,Sf,,等分,other-mod
16,016-00-000,等分,Sf,,切,Dest
18,018-00-000,切,Ac,,ブロッコリー,F-eq
21,021-00-000,鍋,T,,沸か,T-comp
23,023-00-000,湯,F,,沸か,F-comp
25,025-00-000,リットル,F,,沸か,other-mod
27,027-00-000,沸か,Ac,,加え,Targ
31,031-00-000,山盛り,Q,,加え,Dest
35,035-00-000,塩,F,,加え,F-comp
37,037-00-000,加え,Ac,,加え,Targ
40,040-00-000,ブロッコリー,F,,加え,F-comp
42,042-00-000,加え,Ac,,ゆで,Targ
44,044-00-000,2,D,,ほど,other-mod
46,046-00-000,ほど,Ac,,ゆで,V-tm
47,047-00-000,ゆで,Ac,,上げ,Targ
49,049-00-000,ざる,T,,上げ,T-comp
51,051-00-000,上げ,Ac,,き,Targ
53,053-00-000,水け,F,,き,Targ
55,055-00-000,き,Ac,,さま,Targ
60,060-00-000,さま,Ac,,ブロッコリー,F-eq
63,063-00-000,ごま,F,,ごま,F-eq
65,065-00-000,す,Ac,,する,A-eq
68,068-00-000,あえ,Ac,,あえ,A-eq
72,072-00-000,あえ,F,,入れ,Targ
80,080-00-000,ごま,F,,入れ,F-comp
82,082-00-000,入れ,Ac,,する,Targ
85,085-00-000,木,T,,する,T-comp
91,091-00-000,半,Sf,,ずり,other-mod
92,092-00-000,ずり,Sf,,する,A-eq
94,094-00-000,する,Ac,,加え,Targ
98,098-00-000,調味,F,,料,F-eq
99,099-00-000,料,F,,加え,F-comp
101,101-00-000,加え,Ac,,こそげ,Targ
103,103-00-000,ゴム,T,,こそげ,T-comp
106,106-00-000,こそげ,Ac,,混ぜ,Targ
108,108-00-000,混ぜ,Ac,,作,Targ
111,111-00-000,ごろも,F,,作,F-comp
113,113-00-000,作,Ac,,加え,Targ
116,116-00-000,ブロッコリー,F,,加え,F-comp
118,118-00-000,削り節,F,,加え,F-comp
120,120-00-000,加え,Ac,,あえ,Targ
122,122-00-000,全体,F,,あえ,Targ
128,128-00-000,ゴム,T,,あえ,T-comp
131,131-00-000,手,T,,あえ,T-comp
