,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,マカロニ,F,,ゆで,F-comp
2,002-00-000,たっぷり,Q,,湯,other-mod
4,004-00-000,湯,F,,ゆで,F-comp
7,007-00-000,袋,F,,表示,other-mod
9,009-00-000,表示,D,,ゆで,Dest
13,013-00-000,ゆで,Ac,,上げ,Targ
15,015-00-000,ざる,T,,上げ,T-comp
17,017-00-000,上げ,Ac,,き,Targ
19,019-00-000,水け,F,,き,Targ
21,021-00-000,き,Ac,,マカロニ,F-eq
24,024-00-000,オーブン,T,,温め,T-comp
26,026-00-000,180,St,,温め,V-tm
28,028-00-000,200,St,,温め,V-tm
31,031-00-000,温め,Ac,,オーブン,T-eq
35,035-00-000,ほうれん,F,,ゆで,F-comp
38,038-00-000,たっぷり,Q,,熱湯,other-mod
40,040-00-000,熱湯,F,,ゆで,F-comp
43,043-00-000,ゆで,Ac,,取れ,Targ
45,045-00-000,冷水,F,,と,F-comp
47,047-00-000,と,Ac,,取れ,Targ
50,050-00-000,粗熱,Sf,,取れ,T-comp
52,052-00-000,取れ,Af,,絞,V-tm
55,055-00-000,水け,F,,絞,Targ
57,057-00-000,絞,Ac,,切,Targ
60,060-00-000,長,Sf,,3,other-mod
62,062-00-000,3,Sf,,切,Dest
65,065-00-000,切,Ac,,ほうれん,F-eq
68,068-00-000,玉ねぎ,F,,薄切り,F-comp
70,070-00-000,縦,Sf,,薄切り,Dest
72,072-00-000,幅,Sf,,3,other-mod
73,073-00-000,3,Q,,薄切り,Dest
76,076-00-000,薄切り,Sf,,する,A-eq
78,078-00-000,する,Ac,,玉ねぎ,F-eq
80,080-00-000,卵,F,,入れ,F-comp
82,082-00-000,鍋,T,,入れ,T-comp
84,084-00-000,入れ,Ac,,加え,Targ
86,086-00-000,かぶ,Q,,水,other-mod
90,090-00-000,水,F,,加え,F-comp
92,092-00-000,加え,Ac,,かけ,Targ
94,094-00-000,火,T,,かけ,T-comp
96,096-00-000,かけ,Ac,,混ぜ,Targ
98,098-00-000,沸騰,Af,,混ぜ,V-tm
101,101-00-000,菜箸,T,,混ぜ,T-comp
105,105-00-000,混ぜ,Ac,,し,A-eq
108,108-00-000,沸騰,Af,,し,V-tm
111,111-00-000,中火,St,,し,T-comp
113,113-00-000,し,Ac,,ゆで,A-eq
115,115-00-000,5,D,,ゆで,V-tm
117,117-00-000,ゆで,Ac,,取れ,Targ
120,120-00-000,冷水,F,,と,other-mod
122,122-00-000,と,Ac,,粗熱,other-mod
125,125-00-000,粗熱,Sf,,取れ,V-tm
127,127-00-000,取れ,Af,,む,V-tm
130,130-00-000,殻,F,,む,F-comp
132,132-00-000,む,Ac,,切,Targ
135,135-00-000,縦,Sf,,半分,other-mod
136,136-00-000,半分,Q,,切,Dest
138,138-00-000,切,Ac,,ゆで卵,F-eq
141,141-00-000,フライパン,T,,熱,T-comp
143,143-00-000,中火,T,,熱,T-comp
145,145-00-000,熱,Ac,,溶か,Targ
148,148-00-000,バター,F,,溶か,F-comp
149,149-00-000,大さじ,Q,,1,other-mod
150,150-00-000,1,F,,溶か,Targ
152,152-00-000,溶か,Ac,,入れ,Targ
155,155-00-000,玉ねぎ,F,,入れ,F-comp
157,157-00-000,入れ,Ac,,炒め,Targ
159,159-00-000,炒め,Ac,,加え,Targ
162,162-00-000,しんなり,Sf,,加え,V-tm
167,167-00-000,ほうれん,F,,草,F-eq
168,168-00-000,草,F,,加え,F-comp
170,170-00-000,加え,Ac,,炒め,Targ
173,173-00-000,炒め,Ac,,入れ,Targ
175,175-00-000,マカロニ,F,,入れ,F-comp
177,177-00-000,入れ,Ac,,混ぜ,Targ
179,179-00-000,全体,F,,混ぜ,Targ
181,181-00-000,混ぜ,Ac,,調味,Targ
183,183-00-000,塩,F,,調味,F-comp
185,185-00-000,こしょう,F,,調味,F-comp
187,187-00-000,少々,Q,,調味,other-mod
189,189-00-000,調味,Ac,,具,F-eq
192,192-00-000,下記,F,,参照,Targ
194,194-00-000,参照,Ac,,作,Targ
197,197-00-000,ホワイト,F,,ソース,F-eq
198,198-00-000,ソース,F,,作,F-comp
200,200-00-000,作,Ac,,炒め,Targ
204,204-00-000,ホワイト,F,,炒め,F-comp
207,207-00-000,1,Q,,炒め,other-mod
209,209-00-000,2,F,,炒め,other-mod
212,212-00-000,炒め,Ac,,加え,Targ
214,214-00-000,具,F,,加え,F-comp
216,216-00-000,フライパン,T,,加え,T-comp
218,218-00-000,加え,Ac,,からめ,Targ
220,220-00-000,全体,F,,からめ,Targ
222,222-00-000,からめ,Ac,,入れ,Targ
224,224-00-000,グラタン,T,,入れ,F-comp
225,225-00-000,皿,T,,入れ,T-comp
227,227-00-000,具,F,,入れ,F-comp
229,229-00-000,等分,F,,入れ,Dest
231,231-00-000,入れ,Ac,,のせ,Targ
234,234-00-000,ゆで卵,F,,のせ,F-comp
236,236-00-000,のせ,Ac,,かけ,Targ
238,238-00-000,残り,Q,,ホワイト,F-part-of
240,240-00-000,ホワイト,F,,ソース,F-eq
241,241-00-000,ソース,F,,かけ,F-comp
243,243-00-000,かけ,Ac,,散ら,Targ
245,245-00-000,ピザ,F,,チーズ,F-eq
247,247-00-000,チーズ,F,,散ら,F-comp
249,249-00-000,散ら,Ac,,焼,Targ
252,252-00-000,オーブン,T,,焼,T-comp
254,254-00-000,10,D,,分,other-mod
255,255-00-000,分,Ac,,焼,V-tm
