,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,チキン,F,,ライス,F-part-of
1,001-00-000,ライス,Q,,チキン,F-eq
3,003-00-000,作,Ac,,上げ,Targ
6,006-00-000,米,F,,上げ,F-comp
12,012-00-000,ざる,T,,上げ,T-comp
14,014-00-000,上げ,Ac,,入れ,Targ
17,017-00-000,炊飯,T,,内がま,T-part-of
20,020-00-000,内がま,T,,入れ,T-comp
22,022-00-000,米,F,,入れ,F-comp
24,024-00-000,入れ,Ac,,注,Targ
26,026-00-000,水,F,,360,other-mod
27,027-00-000,360,Q,,ml,other-mod
28,028-00-000,ml,F,,注,other-mod
30,030-00-000,注,Ac,,お,Targ
33,033-00-000,1,D,,お,other-mod
36,036-00-000,お,Ac,,炊飯,Targ
39,039-00-000,鶏肉,F,,余分,F-part-of
41,041-00-000,余分,Sf,,脂肪,F-part-of
43,043-00-000,脂肪,F,,取り除,Targ
45,045-00-000,取り除,Ac,,切,Targ
49,049-00-000,2,Sf,,角,other-mod
51,051-00-000,角,Sf,,切,other-mod
53,053-00-000,切,Ac,,ふ,Targ
56,056-00-000,塩,F,,ふ,F-comp
58,058-00-000,こしょう,F,,ふ,F-comp
60,060-00-000,ふ,Ac,,鶏肉,Targ
63,063-00-000,マッシュルーム,F,,する,F-comp
65,065-00-000,薄切り,Sf,,する,Dest
67,067-00-000,する,Ac,,マッシュルーム,Targ
69,069-00-000,炊飯,T,,内がま,T-part-of
72,072-00-000,内がま,T,,加え,T-comp
75,075-00-000,トマト,F,,加え,F-comp
77,077-00-000,大さじ,Q,,加え,other-mod
80,080-00-000,塩,F,,加え,F-comp
81,081-00-000,小さじ,Q,,1,other-mod
82,082-00-000,1,Ac,,加え,other-mod
84,084-00-000,にんにく,F,,加え,F-comp
86,086-00-000,加え,Ac,,混ぜ,Targ
90,090-00-000,混ぜ,Ac,,のせ,Targ
93,093-00-000,玉ねぎ,F,,のせ,F-comp
95,095-00-000,鶏肉,F,,のせ,F-comp
97,097-00-000,マッシュルーム,F,,のせ,F-comp
99,099-00-000,のせ,Ac,,ちぎ,Targ
101,101-00-000,バター,F,,ちぎ,F-comp
103,103-00-000,ちぎ,Ac,,散ら,Targ
106,106-00-000,散ら,Ac,,炊,Targ
111,111-00-000,炊,Ac,,加え,Targ
114,114-00-000,炊き上が,Af,,加え,Targ
118,118-00-000,トマト,F,,加え,F-comp
120,120-00-000,大さじ,Q,,2,other-mod
121,121-00-000,2,F,,加え,other-mod
123,123-00-000,加え,Ac,,混ぜ,Targ
127,127-00-000,混ぜ,Ac,,作,Targ
130,130-00-000,トマト,F,,ソース,F-part-of
131,131-00-000,ソース,Q,,作,F-comp
133,133-00-000,作,Ac,,取,Targ
136,136-00-000,トマト,F,,へた,F-part-of
138,138-00-000,へた,F,,取,F-comp
140,140-00-000,取,Ac,,切,Targ
143,143-00-000,1,Sf,,角,other-mod
145,145-00-000,角,Sf,,切,other-mod
147,147-00-000,切,Ac,,入れ,Targ
150,150-00-000,トマト,F,,材料,F-eq
153,153-00-000,材料,F,,入れ,F-comp
155,155-00-000,耐熱,T,,入れ,T-comp
158,158-00-000,入れ,Ac,,かけ,Targ
160,160-00-000,ラップ,T,,かけ,T-comp
162,162-00-000,かけ,Ac,,加熱,Targ
165,165-00-000,電子,T,,レンジ,T-eq
166,166-00-000,レンジ,T,,加熱,T-comp
168,168-00-000,40,D,,秒,other-mod
169,169-00-000,秒,F,,加熱,V-tm
171,171-00-000,加熱,Ac,,混ぜ,Targ
174,174-00-000,混ぜ,Ac,,トマト,Targ
177,177-00-000,ボール,T,,割り入れ,T-comp
179,179-00-000,卵,F,,割り入れ,F-comp
181,181-00-000,割り入れ,Ac,,加え,Targ
183,183-00-000,塩,F,,加え,F-comp
184,184-00-000,少々,Q,,加え,other-mod
186,186-00-000,加え,Ac,,熱,Targ
189,189-00-000,フライパン,T,,熱,T-comp
191,191-00-000,サラダ,F,,油,F-eq
192,192-00-000,油,F,,熱,Targ
193,193-00-000,大さじ,Q,,2,other-mod
194,194-00-000,2,F,,熱,other-mod
196,196-00-000,中火,T,,熱,T-comp
198,198-00-000,熱,Ac,,流し入れ,T-comp
201,201-00-000,卵,F,,流し入れ,F-comp
206,206-00-000,流し入れ,Ac,,混ぜ,Targ
211,211-00-000,混ぜ,Ac,,止め,Targ
213,213-00-000,半熟,Sf,,状,other-mod
214,214-00-000,状,Sf,,な,Agent
216,216-00-000,な,Af,,止め,V-tm
219,219-00-000,火,T,,止め,T-comp
221,221-00-000,止め,Ac,,盛,Targ
224,224-00-000,器,T,,盛,T-comp
226,226-00-000,チキン,F,,ライス,F-eq
227,227-00-000,ライス,F,,盛,F-comp
229,229-00-000,盛,Ac,,のせ,Targ
232,232-00-000,卵,F,,のせ,F-comp
234,234-00-000,のせ,Ac,,かけ,Targ
237,237-00-000,トマト,F,,ソース,F-eq
238,238-00-000,ソース,F,,かけ,F-comp
240,240-00-000,かけ,Ac,,散ら,Targ
242,242-00-000,パセリ,F,,散ら,F-comp
