Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
0,000-00-000,エビ,F,,2,,,,,,,,,,,,殻,F-part-of
2,000-00-002,殻,F,,4,,,,,,,,,,,,むき,Targ
4,000-00-004,むき,Ac,,8,,,,,,,,,,,,取,Targ
5,000-00-005,背,F,,6,,,,,,,,,,,,ワタ,F-part-of
6,000-00-006,ワタ,F,,8,,,,,,,,,,,,取,Targ
8,000-00-008,取,Ac,,10,,,,,,,,,,,,水洗い,Targ
10,000-00-010,水洗い,Ac,,17,,,,,,,,,,,,拭き取,V-tm
15,000-00-015,水気,F,,17,,,,,,,,,,,,拭き取,Targ
17,000-00-017,拭き取,Ac,,31,,,,,,,,,,,,かけ,Targ
20,001-00-000,小鍋,T,,27,,,,,,,,,,,,入れ,Dest
23,001-00-003,水,F,,27,,,,,,,,,,,,入れ,Targ
25,001-00-005,塩,F,,27,,,,,,,,,,,,入れ,Targ
27,001-00-007,入れ,Ac,,31,,,,,,,,,,,,かけ,Targ
29,001-00-009,火,T,,31,,,,,,,,,,,,かけ,Dest
31,001-00-011,かけ,Ac,,35,,,,,,,,,,,,茹で,Targ
33,001-00-013,エビ,F,,35,,,,,,,,,,,,茹で,Targ
35,001-00-015,茹で,Ac,,149,,,,,,,,,,,,載せ,Targ
38,002-00-000,アボカド,F,,42,,,,,,,,,,,,切,Targ
40,002-00-002,半分,Sf,,42,,,,,,,,,,,,切,Dest
42,002-00-004,切,Ac,,48,,,,,,,,,,,,取,Targ
44,002-00-006,皮,F,,48,,,,,,,,,,,,取,Targ
46,002-00-008,種,F,,48,,,,,,,,,,,,取,Targ
48,002-00-010,取,Ac,,56,,,,,,,,,,,,切,Targ
52,002-00-014,1,Sf,,56,,,,,,,,,,,,切,other-mod
53,002-00-015,cm,Sf,,56,,,,,,,,,,,,切,other-mod
54,002-00-016,角,Sf,,56,,,,,,,,,,,,切,other-mod
56,002-00-018,切,Ac,,90,,,,,,,,,,,,潰,Targ
59,002-00-021,フランス,F,,60,,,,,,,,,,,,パン,F-part-of
60,002-00-022,パン,F,,67,,,,,,,,,,,,切,Targ
62,002-00-024,厚,Sf,,67,,,,,,,,,,,,切,other-mod
63,002-00-025,さ,Sf,,67,,,,,,,,,,,,切,other-mod
64,002-00-026,1,Sf,,67,,,,,,,,,,,,切,other-mod
65,002-00-027,cm,Sf,,67,,,,,,,,,,,,切,other-mod
67,002-00-029,切,Ac,,127,,,,,,,,,,,,焼き,Targ
70,002-00-032,レモン,F,,74,,,,,,,,,,,,する,Targ
72,002-00-034,輪切り,Sf,,74,,,,,,,,,,,,する,Dest
74,002-00-036,する,Ac,,149,,,,,,,,,,,,載せ,Targ
76,003-00-000,ブロッコリー,F,,80,,,,,,,,,,,,分け,Dest
78,003-00-002,小房,Sf,,80,,,,,,,,,,,,分け,Targ
80,003-00-004,分け,Ac,,85,,,,,,,,,,,,茹で,Targ
83,003-00-007,熱湯,T,,85,,,,,,,,,,,,茹で,F-comp
85,003-00-009,茹で,Ac,,149,,,,,,,,,,,,載せ,Targ
88,004-00-000,アボカド,F,,90,,,,,,,,,,,,潰,Targ
90,004-00-002,潰,Ac,,101,,,,,,,,,,,,混ぜ,A-eq
94,004-00-006,絹ごし,F,,95,,,,,,,,,,,,豆腐,F-eq
95,004-00-007,豆腐,F,,101,,,,,,,,,,,,混ぜ,Targ
97,004-00-009,マヨネーズ,F,,101,,,,,,,,,,,,混ぜ,Targ
99,004-00-011,ワサビ,F,,101,,,,,,,,,,,,混ぜ,Targ
101,004-00-013,混ぜ,Ac,,109,,,,,,,,,,,,味付け,Targ
103,004-00-015,塩,F,,109,,,,,,,,,,,,味付け,Targ
109,004-00-021,味付け,Ac,,115,,,,,,,,,,,,作,A-eq
112,004-00-024,アボカド,F,,113,,,,,,,,,,,,ディップ,F-eq
113,004-00-025,ディップ,F,,115,,,,,,,,,,,,作,Targ
115,004-00-027,作,Ac,,149,,,,,,,,,,,,載せ,Targ
118,005-00-000,フランス,F,,119,,,,,,,,,,,,パン,F-eq
119,005-00-001,パン,F,,128,,,,,,,,,,,,カリッと,Targ
121,005-00-003,オーブン,T,,122,,,,,,,,,,,,トースター,F-eq
122,005-00-004,トースター,T,,128,,,,,,,,,,,,カリッと,Targ
124,005-00-006,約,D,,128,,,,,,,,,,,,カリッと,other-mod
125,005-00-007,3,D,,128,,,,,,,,,,,,カリッと,other-mod
126,005-00-008,分,D,,128,,,,,,,,,,,,カリッと,other-mod
127,005-00-009,焼き,D,,128,,,,,,,,,,,,カリッと,A-eq
128,005-00-010,カリッと,Ac,,129,,,,,,,,,,,,さ,A-eq
129,005-00-011,さ,Ac,,130,,,,,,,,,,,,せ,A-eq
130,005-00-012,せ,Ac,,149,,,,,,,,,,,,載せ,Targ
133,006-00-000,焼け,Af,,135,,,,,,,,,,,,フランス,F-eq
135,006-00-002,フランス,F,,136,,,,,,,,,,,,パン,F-comp
136,006-00-003,パン,F,,149,,,,,,,,,,,,載せ,Targ
139,006-00-006,アボカド,F,,140,,,,,,,,,,,,ディップ,F-eq
140,006-00-007,ディップ,F,,149,,,,,,,,,,,,載せ,Targ
142,006-00-009,エビ,F,,149,,,,,,,,,,,,載せ,Targ
144,006-00-011,レモン,F,,149,,,,,,,,,,,,載せ,Targ
146,006-00-013,輪切り,Sf,,149,,,,,,,,,,,,載せ,Targ
147,006-00-014,ブロッコリー,F,,149,,,,,,,,,,,,載せ,Targ
149,006-00-016,載せ,Ac,,153,,,,,,,,,,,,盛り付け,Targ
151,006-00-018,器,T,,153,,,,,,,,,,,,盛り付け,Dest
153,006-00-020,盛り付け,Ac,,-1,,,,,,,,,,,,,
