Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
0,000-00-000,玉ねぎ,F,,2,,,,,,,,,,,,すりおろ,Targ
2,000-00-002,すりおろ,Ac,,26,,,,,,,,,,,,加え,Dest
5,001-00-000,すりおろ,Ac,,2,,,,,,,,,,,,すりおろ,A-eq
8,001-00-003,玉ねぎ,F,,5,,,,,,,,,,,,すりおろ,Targ
11,001-00-006,おろし,F,,26,,,,,,,,,,,,加え,Targ
12,001-00-007,にんにく,F,,26,,,,,,,,,,,,加え,Targ
14,001-00-009,おろ,Ac,,26,,,,,,,,,,,,加え,Targ
18,001-00-013,still,F,,26,,,,,,,,,,,,加え,Targ
21,001-00-016,赤味噌,F,,26,,,,,,,,,,,,加え,Targ
23,001-00-018,豆板,F,,26,,,,,,,,,,,,加え,Targ
24,001-00-019,醤,F,,26,,,,,,,,,,,,加え,Targ
26,001-00-021,加え,Ac,,30,,,,,,,,,,,,混ぜ合わせ,Targ
30,001-00-025,混ぜ合わせ,Ac,,34,,,,,,,,,,,,作,A-eq
32,001-00-027,タレ,F,,34,,,,,,,,,,,,作,Targ
34,001-00-029,作,Ac,,41,,,,,,,,,,,,漬け,Targ
37,001-00-032,牛,F,,41,,,,,,,,,,,,漬け,Targ
38,001-00-033,ロース,F,,41,,,,,,,,,,,,漬け,Targ
39,001-00-034,肉,F,,41,,,,,,,,,,,,漬け,Targ
41,001-00-036,漬け,Ac,,46,,,,,,,,,,,,漬け,Targ
44,002-00-000,タレ,F,,46,,,,,,,,,,,,漬け,F-comp
46,002-00-002,漬け,Ac,,60,,,,,,,,,,,,焼,Targ
48,002-00-004,牛,F,,60,,,,,,,,,,,,焼,Targ
49,002-00-005,ロース,F,,60,,,,,,,,,,,,焼,Targ
50,002-00-006,肉,F,,60,,,,,,,,,,,,焼,Targ
52,002-00-008,グリル,F,,60,,,,,,,,,,,,焼,T-comp
54,002-00-010,フライパン,T,,60,,,,,,,,,,,,焼,T-comp
60,002-00-016,焼,Ac,,65,,,,,,,,,,,,敷,Targ
63,003-00-000,サンチュ,F,,65,,,,,,,,,,,,敷,Targ
65,003-00-002,敷,Ac,,63,,,,,,,,,,,,サンチュ,T-comp
68,003-00-005,器,T,,72,,,,,,,,,,,,盛り付け,Dest
70,003-00-007,焼肉,F,,72,,,,,,,,,,,,盛り付け,Targ
72,003-00-009,盛り付け,Ac,,70,,,,,,,,,,,,焼肉,Targ
77,003-00-014,キムチ,F,,79,,,,,,,,,,,,添え,Targ
79,003-00-016,添え,Ac,,-1,,,,,,,,,,,,,
