,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,なす,F,,へた,F-part-of
2,002-00-000,へた,F,,切,F-comp
4,004-00-000,切,Ac,,切,Targ
7,007-00-000,2,Sf,,角,other-mod
9,009-00-000,角,Sf,,切,Targ
11,011-00-000,切,Ac,,加え,Targ
14,014-00-000,塩,F,,加え,F-comp
15,015-00-000,少々,Q,,加え,other-mod
17,017-00-000,加え,Ac,,つけ,Targ
19,019-00-000,水,F,,つけ,F-comp
21,021-00-000,つけ,Ac,,拭,Targ
23,023-00-000,水け,F,,拭,Targ
25,025-00-000,ペーパー,T,,タオル,T-eq
26,026-00-000,タオル,T,,拭,T-comp
28,028-00-000,拭,Ac,,なす,Targ
31,031-00-000,かぼちゃ,F,,わた,F-part-of
35,035-00-000,わた,F,,取り除,F-comp
37,037-00-000,取り除,Ac,,切,Targ
44,044-00-000,2,Sf,,角,other-mod
46,046-00-000,角,Sf,,切,Targ
48,048-00-000,切,Ac,,かぼちゃ,Targ
51,051-00-000,ピーマン,F,,へた,F-part-of
53,053-00-000,へた,F,,切,F-comp
55,055-00-000,切,Ac,,取り除,Targ
58,058-00-000,種,F,,取り除,F-comp
60,060-00-000,取り除,Ac,,ピーマン,Targ
63,063-00-000,玉ねぎ,F,,切,F-comp
67,067-00-000,1,Ac,,切,Targ
71,071-00-000,2,Sf,,切,Targ
73,073-00-000,四方,Sf,,切,Dest
75,075-00-000,切,Ac,,玉ねぎ,Targ
78,078-00-000,ズッキーニ,F,,へた,F-part-of
80,080-00-000,へた,F,,切,F-comp
82,082-00-000,切,Ac,,切,Targ
89,089-00-000,2,Sf,,角,other-mod
91,091-00-000,角,Sf,,切,Targ
93,093-00-000,切,Ac,,ズッキーニ,Targ
96,096-00-000,トマト,F,,へた,F-part-of
98,098-00-000,へた,F,,くりぬ,Targ
100,100-00-000,くりぬ,Ac,,入れ,Targ
108,108-00-000,十字,Sf,,切り込み,other-mod
110,110-00-000,切り込み,F,,入れ,Targ
112,112-00-000,入れ,Ac,,くぐ,Targ
115,115-00-000,熱湯,F,,くぐ,F-comp
119,119-00-000,くぐ,Ac,,む,Targ
123,123-00-000,皮,F,,む,F-comp
125,125-00-000,む,Ac,,切,Targ
128,128-00-000,横,Sf,,半分,other-mod
129,129-00-000,半分,Sf,,切,Dest
131,131-00-000,切,Ac,,取り除,Targ
134,134-00-000,種,F,,取り除,F-comp
136,136-00-000,取り除,Ac,,切,F-comp
139,139-00-000,1,Sf,,角,other-mod
141,141-00-000,角,Sf,,切,Dest
143,143-00-000,切,Ac,,トマト,Targ
146,146-00-000,にんにく,F,,する,F-comp
148,148-00-000,みじん,Sf,,切り,other-mod
149,149-00-000,切り,Sf,,する,Targ
151,151-00-000,する,Ac,,にんにく,Targ
153,153-00-000,オーブン,T,,温め,T-comp
155,155-00-000,150,St,,温め,Dest
157,157-00-000,160,St,,温め,Dest
160,160-00-000,温め,Ac,,入れ,Targ
164,164-00-000,鍋,T,,入れ,T-comp
166,166-00-000,オーブン,T,,入れ,T-comp
168,168-00-000,入れ,Ac,,熱,Targ
174,174-00-000,オリーブ,F,,オイル,F-eq
175,175-00-000,オイル,F,,熱,F-comp
176,176-00-000,大さじ,Q,,2,other-mod
177,177-00-000,2,F,,熱,Targ
179,179-00-000,中火,T,,熱,T-comp
181,181-00-000,熱,Ac,,炒め,Targ
184,184-00-000,なす,F,,炒め,F-comp
186,186-00-000,炒め,Ac,,なじ,Agent
189,189-00-000,全体,F,,なじ,Agent
191,191-00-000,油,F,,なじ,Agent
193,193-00-000,なじ,Af,,ふ,V-tm
197,197-00-000,塩,F,,ふ,F-comp
199,199-00-000,こしょう,F,,ふ,F-comp
201,201-00-000,少々,Q,,ふ,other-mod
203,203-00-000,ふ,Ac,,取り出,Targ
206,206-00-000,バット,T,,取り出,T-comp
209,209-00-000,取り出,Ac,,た,Targ
212,212-00-000,オリーブ,F,,た,F-comp
216,216-00-000,た,Ac,,炒め,Targ
219,219-00-000,ズッキーニ,F,,炒め,F-comp
221,221-00-000,かぼちゃ,F,,炒め,F-comp
223,223-00-000,炒め,Ac,,ふ,Targ
226,226-00-000,全体,F,,色づ,Agent
228,228-00-000,色づ,Ac,,ふ,V-tm
233,233-00-000,塩,F,,ふ,F-comp
235,235-00-000,こしょう,F,,ふ,F-comp
237,237-00-000,少々,Q,,ふ,other-mod
239,239-00-000,ふ,Ac,,取り出,Targ
242,242-00-000,バット,T,,取り出,T-comp
245,245-00-000,取り出,Ac,,た,Targ
248,248-00-000,オリーブ,F,,た,Targ
252,252-00-000,た,Ac,,炒め,Targ
255,255-00-000,玉ねぎ,F,,炒め,F-comp
257,257-00-000,にんにく,F,,炒め,F-comp
259,259-00-000,炒め,Ac,,ふ,Targ
262,262-00-000,香り,Sf,,立,Agent
264,264-00-000,立,Af,,ふ,V-tm
268,268-00-000,塩,F,,ふ,F-comp
270,270-00-000,こしょう,F,,ふ,F-comp
272,272-00-000,少々,Q,,ふ,other-mod
274,274-00-000,ふ,Ac,,加え,Targ
277,277-00-000,ピーマン,F,,加え,F-comp
279,279-00-000,トマト,F,,加え,F-comp
281,281-00-000,加え,Ac,,戻し入れ,Targ
284,284-00-000,全体,F,,なじ,Agent
286,286-00-000,油,F,,なじ,Agent
288,288-00-000,なじ,Af,,戻し入れ,V-tm
292,292-00-000,なす,F,,戻し入れ,F-comp
294,294-00-000,ズッキーニ,F,,戻し入れ,F-comp
296,296-00-000,かぼちゃ,F,,戻し入れ,F-comp
298,298-00-000,戻し入れ,Ac,,加え,Targ
300,300-00-000,塩,F,,加え,F-comp
302,302-00-000,こしょう,F,,加え,F-comp
304,304-00-000,少々,Q,,加え,other-mod
306,306-00-000,砂糖,F,,加え,F-comp
307,307-00-000,ひと,Q,,つまみ,other-mod
308,308-00-000,つまみ,F,,加え,other-mod
310,310-00-000,トマト,F,,加え,F-comp
312,312-00-000,小さじ,Q,,1,other-mod
313,313-00-000,1,Q,,加え,other-mod
317,317-00-000,ブーケガルニ,F,,加え,F-comp
319,319-00-000,加え,Ac,,炒め,Targ
323,323-00-000,炒め,Ac,,移し替え,Targ
328,328-00-000,鍋,T,,移し替え,T-comp
330,330-00-000,耐熱,T,,器,T-eq
333,333-00-000,器,T,,移し替え,T-comp
