,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,豚肉,F,,切,T-comp
2,002-00-000,幅,Sf,,2,other-mod
3,003-00-000,2,Sf,,切,Dest
6,006-00-000,切,Ac,,豚肉,Targ
9,009-00-000,卵,F,,溶きほぐ,F-comp
11,011-00-000,溶きほぐ,Ac,,加え,Targ
14,014-00-000,塩,F,,加え,F-comp
15,015-00-000,少々,Q,,加え,Targ
17,017-00-000,加え,Ac,,卵液,Targ
20,020-00-000,フライパン,T,,熱,T-comp
22,022-00-000,サラダ,F,,油,F-eq
23,023-00-000,油,F,,熱,F-comp
24,024-00-000,少々,Q,,熱,other-mod
26,026-00-000,強火,T,,熱,T-comp
28,028-00-000,熱,Ac,,入れ,Targ
31,031-00-000,豚肉,F,,入れ,F-comp
33,033-00-000,入れ,Ac,,ふ,Targ
36,036-00-000,塩,F,,ふ,F-comp
38,038-00-000,粗びき,F,,ふ,F-comp
42,042-00-000,少々,Q,,ふ,other-mod
44,044-00-000,ふ,Ac,,取り出,Targ
47,047-00-000,こんがり,Sf,,炒め,V-tm
51,051-00-000,炒め,Ac,,取り出,Targ
53,053-00-000,取り出,Ac,,豚肉,Targ
56,056-00-000,フライパン,T,,拭,T-comp
59,059-00-000,拭,Ac,,熱,Targ
62,062-00-000,サラダ,F,,油,other-mod
63,063-00-000,油,F,,熱,Dest
64,064-00-000,大さじ,Q,,1,other-mod
65,065-00-000,1,F,,熱,Targ
67,067-00-000,中火,T,,熱,other-mod
69,069-00-000,熱,Ac,,流し入れ,Targ
73,073-00-000,卵液,F,,流し入れ,F-comp
77,077-00-000,流し入れ,Ac,,混ぜ,Targ
80,080-00-000,菜箸,T,,混ぜ,T-comp
84,084-00-000,混ぜ,Ac,,加え,Targ
86,086-00-000,卵,F,,固ま,Agent
88,088-00-000,縁,Sf,,固ま,Agent
90,090-00-000,固ま,Af,,加え,V-tm
95,095-00-000,ご飯,F,,加え,F-comp
97,097-00-000,加え,Ac,,からめ,Targ
99,099-00-000,ご飯,F,,からめ,F-comp
101,101-00-000,卵,F,,からめ,F-comp
103,103-00-000,からめ,Ac,,ほぐ,Targ
107,107-00-000,ほぐ,Ac,,炒め,Targ
110,110-00-000,炒め,Ac,,戻し入れ,Targ
113,113-00-000,豚肉,F,,戻し入れ,F-comp
115,115-00-000,戻し入れ,Ac,,入れ,Targ
117,117-00-000,塩,F,,入れ,F-comp
118,118-00-000,小さじ,Q,,1,other-mod
119,119-00-000,1,Q,,3,other-mod
121,121-00-000,3,F,,入れ,Targ
123,123-00-000,入れ,Ac,,混ぜ合わせ,Targ
125,125-00-000,全体,F,,混ぜ合わせ,Targ
127,127-00-000,混ぜ合わせ,Ac,,加え,Targ
131,131-00-000,ねぎ,F,,加え,F-comp
133,133-00-000,加え,Ac,,回し入れ,Targ
135,135-00-000,しょうゆ,F,,回し入れ,F-comp
136,136-00-000,適宜,F,,回し入れ,V-tm
138,138-00-000,鍋肌,T,,回し入れ,T-comp
140,140-00-000,回し入れ,Ac,,混ぜ,Targ
142,142-00-000,混ぜ,Ac,,止め,Targ
144,144-00-000,火,T,,止め,T-comp
146,146-00-000,止め,Ac,,トッピング,Targ
149,149-00-000,トッピング,Ac,,取り分け,Targ
151,151-00-000,豚肉,F,,取り分け,F-comp
152,152-00-000,適宜,F,,取り分け,V-tm
154,154-00-000,取り分け,Ac,,詰め,Targ
156,156-00-000,小さ,Sf,,ボール,T-eq
158,158-00-000,ボール,T,,詰め,T-comp
161,161-00-000,炒飯,F,,詰め,F-comp
163,163-00-000,詰め,Ac,,返,Targ
166,166-00-000,器,T,,返,T-comp
168,168-00-000,返,Ac,,盛,Targ
171,171-00-000,山形,F,,盛,Dest
173,173-00-000,盛,Ac,,のせ,Targ
176,176-00-000,豚肉,F,,のせ,F-comp
178,178-00-000,紅,F,,しょうが,F-eq
179,179-00-000,しょうが,F,,のせ,F-comp
181,181-00-000,のせ,Ac,,ふ,Targ
184,184-00-000,粗びき,F,,ふ,F-comp
187,187-00-000,適宜,F,,ふ,V-tm
