,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,かぼちゃ,F,,種,F-part-of
4,004-00-000,種,F,,取,F-comp
6,006-00-000,取,Ac,,包,Targ
9,009-00-000,ふんわり,F,,包,other-mod
11,011-00-000,ラップ,T,,包,T-comp
13,013-00-000,包,Ac,,加熱,Targ
17,017-00-000,電子,T,,レンジ,T-eq
18,018-00-000,レンジ,T,,加熱,T-comp
20,020-00-000,4,D,,加熱,V-tm
23,023-00-000,加熱,Ac,,む,Targ
26,026-00-000,粗熱,Sf,,取れ,Agent
28,028-00-000,取れ,Af,,む,Targ
31,031-00-000,皮,F,,む,F-comp
33,033-00-000,む,Ac,,切,Targ
36,036-00-000,小さめ,Sf,,切,Dest
38,038-00-000,一口,Sf,,大,other-mod
39,039-00-000,大,Sf,,切,Dest
41,041-00-000,切,Ac,,かぼちゃ,F-eq
44,044-00-000,鍋,T,,入れ,T-comp
46,046-00-000,バター,F,,入れ,F-comp
47,047-00-000,大さじ,Q,,1,other-mod
48,048-00-000,1,F,,入れ,other-mod
50,050-00-000,入れ,Ac,,熱,Targ
52,052-00-000,中火,T,,熱,Dest
54,054-00-000,熱,Ac,,加え,Targ
57,057-00-000,溶け,Af,,加え,V-tm
60,060-00-000,かぼちゃ,F,,加え,F-comp
62,062-00-000,加え,Ac,,炒め,Targ
64,064-00-000,炒め,Ac,,加え,Targ
67,067-00-000,全体,F,,回,Dest
69,069-00-000,油,F,,回,Agent
71,071-00-000,回,Af,,加え,V-tm
74,074-00-000,牛乳,F,,加え,F-comp
76,076-00-000,1,Q,,加え,other-mod
78,078-00-000,2,F,,加え,other-mod
81,081-00-000,加え,Ac,,し,Targ
83,083-00-000,煮立,Af,,弱火,V-tm
86,086-00-000,弱火,St,,し,A-eq
88,088-00-000,し,Ac,,し,Targ
90,090-00-000,ふた,T,,し,T-comp
92,092-00-000,し,Ac,,煮,Targ
94,094-00-000,6,D,,煮,V-tm
96,096-00-000,7,Q,,煮,V-tm
98,098-00-000,煮,Ac,,つぶ,V-tm
101,101-00-000,かぼちゃ,F,,つぶ,F-comp
103,103-00-000,竹串,T,,つぶ,T-comp
106,106-00-000,通,Ac,,な,A-eq
110,110-00-000,な,Af,,つぶ,V-tm
115,115-00-000,フォーク,T,,背,T-part-of
117,117-00-000,背,T,,つぶ,T-comp
121,121-00-000,つぶ,Ac,,加え,Targ
124,124-00-000,残り,Q,,牛乳,F-part-of
126,126-00-000,牛乳,F,,加え,F-comp
128,128-00-000,加え,Ac,,調味,Targ
131,131-00-000,煮立,Af,,調味,V-tm
135,135-00-000,塩,F,,調味,F-comp
137,137-00-000,こしょう,F,,調味,F-comp
139,139-00-000,少々,Q,,調味,other-mod
141,141-00-000,調味,Ac,,盛,Targ
144,144-00-000,器,T,,盛,T-comp
