,number,new_word,new_tag,Targ,dependency_dst,arclabel
1,001-00-000,玉ねぎ,F,,し,F-comp
3,003-00-000,みじん,Sf,,切り,other-mod
4,004-00-000,切り,St,,し,Targ
6,006-00-000,し,Ac,,入れ,Targ
8,008-00-000,耐熱,T,,器,T-eq
10,010-00-000,器,T,,入れ,T-comp
12,012-00-000,入れ,Ac,,のせ,Targ
14,014-00-000,バター,F,,のせ,F-comp
15,015-00-000,大さじ,Q,,1,other-mod
16,016-00-000,1,F,,のせ,Targ
18,018-00-000,のせ,Ac,,かけ,Targ
20,020-00-000,ふんわり,F,,かけ,other-mod
22,022-00-000,ラップ,T,,かけ,T-comp
24,024-00-000,かけ,Ac,,加熱,Targ
27,027-00-000,電子,T,,レンジ,T-eq
28,028-00-000,レンジ,T,,加熱,T-comp
30,030-00-000,3,D,,加熱,V-tm
33,033-00-000,加熱,Ac,,取,Targ
36,036-00-000,粗熱,F,,取,Targ
38,038-00-000,取,Ac,,玉ねぎ,Targ
42,042-00-000,ベーコン,F,,切,F-comp
44,044-00-000,幅,Sf,,1,other-mod
45,045-00-000,1,Sf,,切,Targ
48,048-00-000,切,Ac,,ベーコン,Targ
52,052-00-000,キャベツ,F,,外側,F-part-of
54,054-00-000,外側,F,,取り除,Targ
56,056-00-000,葉,F,,取り除,Targ
61,061-00-000,汚れ,Ac,,取り除,Targ
66,066-00-000,破れ,Ac,,取り除,Targ
76,076-00-000,取り除,Ac,,洗,Targ
81,081-00-000,洗,Ac,,包,Targ
85,085-00-000,全体,F,,包,Targ
89,089-00-000,ラップ,T,,包,T-comp
91,091-00-000,包,Ac,,加熱,Targ
94,094-00-000,電子,T,,レンジ,T-eq
95,095-00-000,レンジ,T,,加熱,T-comp
97,097-00-000,7,D,,加熱,V-tm
100,100-00-000,加熱,Ac,,はが,Targ
107,107-00-000,葉,F,,はが,F-comp
109,109-00-000,柔らか,Sf,,な,Agent
111,111-00-000,な,Af,,はが,V-tm
114,114-00-000,はが,Ac,,な,Agent
118,118-00-000,な,Af,,入れ,Targ
121,121-00-000,キャベツ,F,,入れ,Dest
123,123-00-000,粗熱,Sf,,取れ,Agent
125,125-00-000,取れ,Af,,入れ,V-tm
133,133-00-000,包丁,T,,刃先,T-part-of
135,135-00-000,刃先,T,,切り込み,T-comp
137,137-00-000,切り込み,F,,入れ,Targ
139,139-00-000,入れ,Ac,,くりぬ,Targ
145,145-00-000,部分,F,,くりぬ,F-comp
147,147-00-000,くりぬ,Ac,,かけ,Targ
150,150-00-000,外側,F,,かけ,F-comp
152,152-00-000,葉,F,,中,F-part-of
157,157-00-000,中,F,,白,F-part-of
161,161-00-000,白,Sf,,葉,F-part-of
164,164-00-000,葉,F,,かけ,F-part-of
167,167-00-000,1,Sf,,かけ,F-comp
176,176-00-000,直径,Sf,,26,other-mod
177,177-00-000,26,Sf,,cm,other-mod
178,178-00-000,cm,Sf,,かけ,Targ
181,181-00-000,フライパン,T,,入れ,T-comp
183,183-00-000,たっぷり,Q,,入れ,Targ
185,185-00-000,水,F,,入れ,F-comp
187,187-00-000,入れ,Ac,,かけ,Targ
189,189-00-000,中火,T,,かけ,T-comp
191,191-00-000,かけ,Ac,,入れ,Targ
194,194-00-000,沸騰,Af,,入れ,V-tm
198,198-00-000,キャベツ,F,,葉,F-part-of
200,200-00-000,葉,F,,4,other-mod
203,203-00-000,4,F,,枚,other-mod
204,204-00-000,枚,F,,入れ,Targ
206,206-00-000,入れ,Ac,,ゆで,Targ
208,208-00-000,緑,F,,鮮やか,Agent
210,210-00-000,鮮やか,Sf,,な,Agent
212,212-00-000,な,Af,,しんなり,Agent
215,215-00-000,しんなり,Af,,ゆで,V-tm
218,218-00-000,2,D,,分,other-mod
220,220-00-000,3,Ac,,分,other-mod
221,221-00-000,分,Ac,,ゆで,V-tm
222,222-00-000,ゆで,Ac,,上げ,Targ
225,225-00-000,葉,F,,破れ,Agent
227,227-00-000,破れ,Af,,持,V-tm
236,236-00-000,菜箸,T,,持,T-comp
238,238-00-000,持,Ac,,上げ,Targ
241,241-00-000,ざる,T,,上げ,T-comp
243,243-00-000,上げ,Ac,,繰り返,Targ
246,246-00-000,これ,F,,繰り返,Targ
248,248-00-000,繰り返,Ac,,はが,Targ
251,251-00-000,はが,Ac,,ゆで,Targ
255,255-00-000,すべて,F,,ゆで,Targ
257,257-00-000,ゆで,Ac,,取,Targ
259,259-00-000,粗熱,Sf,,取,Targ
261,261-00-000,取,Ac,,たね,Targ
264,264-00-000,たね,F,,作,Targ
266,266-00-000,作,Ac,,選,Targ
269,269-00-000,キャベツ,F,,葉,F-part-of
271,271-00-000,葉,F,,選,F-comp
274,274-00-000,なるべく,Sf,,大きな,other-mod
275,275-00-000,大きな,Ac,,選,Targ
277,277-00-000,12,Q,,枚,other-mod
278,278-00-000,枚,F,,選,Targ
280,280-00-000,選,Ac,,とれ,Targ
284,284-00-000,葉,F,,とれ,Agent
286,286-00-000,12,Sf,,とれ,Agent
288,288-00-000,とれ,Ac,,組み合わせ,V-tm
295,295-00-000,葉,F,,2,other-mod
296,296-00-000,2,Q,,枚,other-mod
297,297-00-000,枚,F,,組み合わせ,F-comp
299,299-00-000,組み合わせ,Ac,,そぎ取,Targ
301,301-00-000,一,Sf,,枚,other-mod
302,302-00-000,枚,Sf,,厚,other-mod
309,309-00-000,厚,Sf,,部分,F-part-of
311,311-00-000,部分,F,,そぎ取,F-comp
313,313-00-000,包丁,T,,そぎ取,T-comp
315,315-00-000,そぎ取,Ac,,包,Targ
322,322-00-000,堅,Sf,,部分,F-part-of
324,324-00-000,部分,F,,包,Targ
326,326-00-000,なくな,Af,,包,Targ
329,329-00-000,たね,F,,包,Targ
331,331-00-000,包,Ac,,し,A-eq
338,338-00-000,そぎ取,Af,,し,A-eq
348,348-00-000,ゆで,Ac,,葉,other-mod
350,350-00-000,白,F,,葉,F-eq
352,352-00-000,葉,F,,し,F-comp
354,354-00-000,みじん,Sf,,切り,other-mod
355,355-00-000,切り,St,,し,Targ
357,357-00-000,し,Ac,,絞,Targ
359,359-00-000,水け,F,,絞,Targ
363,363-00-000,絞,Ac,,キャベツ,Targ
366,366-00-000,ボール,T,,入れ,T-comp
368,368-00-000,ひき肉,F,,入れ,F-comp
370,370-00-000,入れ,Ac,,割り入れ,Targ
372,372-00-000,卵,F,,割り入れ,F-comp
374,374-00-000,割り入れ,Ac,,加え,Targ
376,376-00-000,片栗粉,F,,加え,F-comp
377,377-00-000,大さじ,Q,,加え,other-mod
380,380-00-000,塩,F,,加え,F-comp
381,381-00-000,小さじ,Q,,2,other-mod
382,382-00-000,2,Sf,,加え,Targ
384,384-00-000,3,F,,加え,Targ
386,386-00-000,こしょう,F,,加え,other-mod
387,387-00-000,少々,Q,,加え,other-mod
389,389-00-000,加え,Ac,,練り混ぜ,Targ
392,392-00-000,粘り,Sf,,出,Agent
394,394-00-000,出,Af,,練り混ぜ,V-tm
397,397-00-000,手,T,,練り混ぜ,Dest
399,399-00-000,練り混ぜ,Ac,,混ぜ合わせ,Targ
402,402-00-000,玉ねぎ,F,,し,F-comp
409,409-00-000,みじん,Sf,,切り,other-mod
410,410-00-000,切り,Sf,,し,Targ
412,412-00-000,し,Ac,,絞,Targ
414,414-00-000,キャベツ,F,,絞,F-comp
421,421-00-000,絞,Ac,,加え,Targ
425,425-00-000,加え,Ac,,混ぜ合わせ,Targ
427,427-00-000,全体,F,,なじ,Agent
429,429-00-000,なじ,Af,,混ぜ合わせ,V-tm
432,432-00-000,混ぜ合わせ,Ac,,し,Targ
435,435-00-000,12,Sf,,等分,other-mod
436,436-00-000,等分,St,,し,Targ
438,438-00-000,し,Ac,,まとめ,Targ
441,441-00-000,それぞれ,F,,まとめ,Targ
443,443-00-000,たわら,Sf,,形,other-mod
444,444-00-000,形,F,,まとめ,Dest
446,446-00-000,まとめ,Ac,,拭,Targ
449,449-00-000,ペーパー,F,,タオル,other-mod
450,450-00-000,タオル,T,,拭,T-comp
453,453-00-000,水け,F,,拭,Targ
455,455-00-000,拭,Ac,,広げ,Targ
458,458-00-000,キャベツ,F,,葉,F-eq
460,460-00-000,葉,F,,広げ,Targ
461,461-00-000,1,Q,,枚,other-mod
462,462-00-000,枚,F,,広げ,Targ
465,465-00-000,まな板,F,,広げ,T-comp
467,467-00-000,広げ,Ac,,し,Targ
471,471-00-000,葉,F,,2,other-mod
472,472-00-000,2,Q,,枚,other-mod
473,473-00-000,枚,F,,し,Targ
475,475-00-000,一,Ac,,し,Dest
478,478-00-000,し,Ac,,使,Targ
480,480-00-000,使,Ac,,重ね,Targ
485,485-00-000,2,F,,枚,other-mod
486,486-00-000,枚,F,,重ね,Dest
489,489-00-000,重ね,Ac,,並べ,Targ
491,491-00-000,縦,Sf,,並べ,Dest
493,493-00-000,並べ,Ac,,使,Targ
495,495-00-000,使,Ac,,する,Targ
499,499-00-000,する,Ac,,置,Targ
506,506-00-000,1,Q,,個,other-mod
507,507-00-000,個,F,,置,Targ
517,517-00-000,置,Ac,,巻き,Targ
520,520-00-000,手前,F,,巻き,Dest
522,522-00-000,ひと,Ac,,巻き,Targ
523,523-00-000,巻き,Ac,,折,Targ
526,526-00-000,葉,F,,折,F-comp
528,528-00-000,左側,F,,折,Dest
530,530-00-000,内側,Sf,,折,Dest
532,532-00-000,折,Ac,,折,Targ
546,546-00-000,巻,Ac,,し,A-eq
