,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鍋,T,,入れ,T-comp
2,002-00-000,だし汁,F,,入れ,F-comp
4,004-00-000,酒,F,,入れ,F-comp
6,006-00-000,砂糖,F,,入れ,F-comp
8,008-00-000,塩,F,,入れ,F-comp
10,010-00-000,入れ,Ac,,かけ,Targ
12,012-00-000,強火,T,,かけ,Dest
14,014-00-000,かけ,Ac,,止め,Targ
16,016-00-000,沸騰,Af,,止め,V-tm
19,019-00-000,火,T,,止め,T-comp
21,021-00-000,止め,Ac,,さま,Targ
23,023-00-000,さま,Ac,,な,Agent
33,033-00-000,酒,F,,な,Agent
35,035-00-000,アルコール,D,,な,Agent
42,042-00-000,味,Sf,,な,Agent
44,044-00-000,まろやか,Sf,,な,Agent
46,046-00-000,な,Af,,加え,Targ
49,049-00-000,ボール,T,,溶きほぐ,T-comp
51,051-00-000,卵,F,,溶きほぐ,F-comp
53,053-00-000,溶きほぐ,Ac,,加え,Targ
56,056-00-000,1,F,,加え,Targ
58,058-00-000,加え,Ac,,混ぜ,Targ
61,061-00-000,混ぜ,Ac,,混ぜ,Targ
64,064-00-000,熱,Sf,,加え,Targ
68,068-00-000,加え,Ac,,固ま,Agent
71,071-00-000,卵,F,,固ま,Agent
73,073-00-000,固ま,Af,,混ぜ,V-tm
81,081-00-000,指,F,,入れ,Targ
83,083-00-000,入れ,Ac,,さめ,Agent
92,092-00-000,感じ,Af,,さめ,V-tm
96,096-00-000,さめ,Ac,,混ぜ,Targ
99,099-00-000,混ぜ,Ac,,流し入れ,Targ
102,102-00-000,卵焼き,T,,器,T-eq
103,103-00-000,器,T,,熱,T-comp
105,105-00-000,強め,Ac,,熱,Targ
107,107-00-000,中火,T,,熱,T-comp
109,109-00-000,熱,Ac,,ひ,Targ
112,112-00-000,サラダ,F,,油,F-eq
113,113-00-000,油,F,,ひ,F-comp
117,117-00-000,ひ,Ac,,拭き取,Targ
123,123-00-000,油,F,,拭き取,F-comp
125,125-00-000,ペーパー,T,,拭き取,T-comp
128,128-00-000,拭き取,Ac,,器,T-eq
131,131-00-000,火,Sf,,弱,T-comp
133,133-00-000,弱,Ac,,くずれ,V-tm
138,138-00-000,卵,F,,くずれ,V-tm
140,140-00-000,ふっくら,Sf,,巻,V-tm
146,146-00-000,巻,Ac,,くずれ,Agent
153,153-00-000,くずれ,Ac,,流し入れ,Targ
164,164-00-000,1,Q,,流し入れ,V-tm
168,168-00-000,1,Q,,流し入れ,V-tm
170,170-00-000,3,F,,流し入れ,V-tm
173,173-00-000,流し入れ,Ac,,傾け,Targ
175,175-00-000,卵焼き,T,,器,T-part-of
176,176-00-000,器,T,,傾け,T-comp
178,178-00-000,傾け,Ac,,広げ,Targ
181,181-00-000,全体,F,,広げ,Dest
183,183-00-000,広げ,Ac,,はが,Targ
186,186-00-000,まわり,F,,固ま,V-tm
188,188-00-000,固ま,Af,,はが,V-tm
195,195-00-000,菜箸,T,,はが,T-comp
197,197-00-000,周囲,F,,はが,Targ
201,201-00-000,ずつ,F,,はが,V-tm
202,202-00-000,はが,Ac,,向か,Targ
205,205-00-000,手前,F,,向か,Dest
209,209-00-000,向か,Ac,,巻,Dest
212,212-00-000,巻,Ac,,巻,Targ
218,218-00-000,表面,F,,焼け,V-tm
222,222-00-000,焼け,Ac,,巻,V-tm
228,228-00-000,巻,Ac,,なじ,Agent
233,233-00-000,なじ,Ac,,でき,Agent
237,237-00-000,すきま,F,,でき,Agent
239,239-00-000,でき,Af,,巻,Targ
252,252-00-000,巻,Ac,,巻け,V-tm
262,262-00-000,巻け,Ac,,まとめ,Targ
271,271-00-000,まとめ,Ac,,OK,other-mod
277,277-00-000,OK,Af,,卵,other-mod
279,279-00-000,巻,Ac,,移,Targ
282,282-00-000,卵,F,,移,Targ
284,284-00-000,手前,Sf,,移,Dest
286,286-00-000,移,Ac,,含,Targ
289,289-00-000,卵焼き,T,,器,T-part-of
290,290-00-000,器,T,,ところ,T-part-of
295,295-00-000,ところ,F,,含,Agent
298,298-00-000,油,F,,少々,other-mod
299,299-00-000,少々,Q,,含,other-mod
301,301-00-000,含,Ac,,拭,Targ
305,305-00-000,ペーパー,F,,タオル,T-part-of
306,306-00-000,タオル,T,,拭,Dest
310,310-00-000,拭,Ac,,流し入れ,Targ
313,313-00-000,残り,Q,,卵液,T-part-of
315,315-00-000,卵液,F,,1,Targ
317,317-00-000,1,Q,,1,Targ
321,321-00-000,1,Q,,2,Targ
323,323-00-000,2,F,,流し入れ,Targ
326,326-00-000,流し入れ,Ac,,広げ,Targ
328,328-00-000,全体,F,,広げ,Targ
330,330-00-000,広げ,Ac,,巻,Targ
332,332-00-000,巻,Ac,,持ち上げ,Targ
335,335-00-000,卵,F,,持ち上げ,F-comp
339,339-00-000,持ち上げ,Ac,,流し込,Targ
341,341-00-000,下,F,,流し込,Dest
344,344-00-000,卵液,F,,流し込,Targ
346,346-00-000,流し込,Ac,,巻,Targ
353,353-00-000,卵,F,,まとま,Agent
356,356-00-000,まとま,Af,,な,V-tm
359,359-00-000,巻,Sf,,な,V-tm
363,363-00-000,な,Af,,巻,V-tm
366,366-00-000,焼き上がり,F,,でき,V-tm
368,368-00-000,すきま,Sf,,でき,Agent
370,370-00-000,でき,Af,,巻,V-tm
374,374-00-000,まわり,F,,固ま,Agent
376,376-00-000,固ま,Af,,巻,V-tm
383,383-00-000,表面,F,,巻,Targ
390,390-00-000,手前,F,,巻,Dest
394,394-00-000,巻,Ac,,焼,Targ
397,397-00-000,残り,Q,,卵液,F-part-of
399,399-00-000,卵液,F,,焼,Targ
403,403-00-000,焼,Ac,,押しつけ,Targ
408,408-00-000,卵焼き,T,,器,T-part-of
409,409-00-000,器,T,,縁,T-part-of
411,411-00-000,縁,T,,押しつけ,T-comp
413,413-00-000,押しつけ,Ac,,整え,Targ
415,415-00-000,形,F,,整え,Targ
417,417-00-000,整え,Ac,,のせ,Targ
420,420-00-000,まな,T,,のせ,T-comp
423,423-00-000,のせ,Ac,,さめ,Targ
427,427-00-000,さめ,Ac,,切り分け,Targ
431,431-00-000,切り分け,Ac,,盛,Targ
433,433-00-000,皿,T,,盛,T-comp
435,435-00-000,盛,Ac,,切,Targ
438,438-00-000,熱,Sf,,なじ,Agent
443,443-00-000,卵,F,,切,Targ
445,445-00-000,なじ,Af,,つけ,V-tm
452,452-00-000,切,Ac,,くずれ,Agent
455,455-00-000,くずれ,Ac,,つけ,V-tm
463,463-00-000,つけ,Ac,,添え,Targ
468,468-00-000,大根,F,,おろし,F-eq
469,469-00-000,おろし,F,,添え,F-comp
471,471-00-000,しょうが,F,,甘酢,F-eq
473,473-00-000,甘酢,F,,添え,F-comp
476,476-00-000,貝割れ,Ac,,添え,F-comp
