Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
0,000-00-000,米,F,,2,,,,,,,,,,,,洗,
2,000-00-002,洗,Ac,,7,,,,,,,,,,,,浸水,
5,000-00-005,30,D,,7,,,,,,,,,,,,浸水,
6,000-00-006,分,D,,7,,,,,,,,,,,,浸水,
7,000-00-007,浸水,Ac,,8,,,,,,,,,,,,さ,
8,000-00-008,さ,Ac,,9,,,,,,,,,,,,せ,
9,000-00-009,せ,Ac,,19,,,,,,,,,,,,洗い,
12,001-00-000,あさり,F,,19,,,,,,,,,,,,洗い,
19,001-00-007,洗い,Ac,,21,,,,,,,,,,,,し,
21,001-00-009,し,Ac,,32,,,,,,,,,,,,加え,
25,001-00-013,鍋,T,,32,,,,,,,,,,,,加え,
27,001-00-015,水,F,,32,,,,,,,,,,,,加え,
32,001-00-020,加え,Ac,,36,,,,,,,,,,,,かけ,
34,001-00-022,火,T,,36,,,,,,,,,,,,かけ,
36,001-00-024,かけ,Ac,,45,,,,,,,,,,,,取り出,
37,001-00-025,口,F,,45,,,,,,,,,,,,取り出,
39,001-00-027,開,Af,,45,,,,,,,,,,,,取り出,
43,001-00-031,鍋,T,,45,,,,,,,,,,,,取り出,
45,001-00-033,取り出,Ac,,54,,,,,,,,,,,,取り出,
48,002-00-000,貝,F,,54,,,,,,,,,,,,取り出,
52,002-00-004,身,F,,54,,,,,,,,,,,,取り出,
54,002-00-006,取り出,Ac,,83,,,,,,,,,,,,加え,
59,002-00-011,茹で汁,F,,64,,,,,,,,,,,,濾,
61,002-00-013,ペーパー,T,,62,,,,,,,,,,,,タオル,
62,002-00-014,タオル,T,,64,,,,,,,,,,,,濾,
64,002-00-016,濾,Ac,,68,,,,,,,,,,,,計,
66,002-00-018,360,Q,,68,,,,,,,,,,,,計,
67,002-00-019,ml,Q,,68,,,,,,,,,,,,計,
68,002-00-020,計,Ac,,83,,,,,,,,,,,,加え,
71,002-00-023,米,F,,76,,,,,,,,,,,,汁,
75,002-00-027,茹で,F,,76,,,,,,,,,,,,汁,
76,002-00-028,汁,F,,83,,,,,,,,,,,,加え,
78,002-00-030,塩,F,,83,,,,,,,,,,,,加え,
80,002-00-032,薄口,F,,81,,,,,,,,,,,,しょう油,
81,002-00-033,しょう油,F,,83,,,,,,,,,,,,加え,
83,002-00-035,加え,Ac,,84,,,,,,,,,,,,炊,
84,002-00-036,炊,Ac,,101,,,,,,,,,,,,加え,
87,003-00-000,炊き上が,Af,,101,,,,,,,,,,,,加え,
92,003-00-005,殻,F,,94,,,,,,,,,,,,出,
94,003-00-007,出,Ac,,101,,,,,,,,,,,,加え,
97,003-00-010,あさり,F,,97,,,,,,,,,,,,あさり,
99,003-00-012,身,F,,101,,,,,,,,,,,,加え,
101,003-00-014,加え,Ac,,115,,,,,,,,,,,,添え,
103,003-00-016,あさりご飯,F,,115,,,,,,,,,,,,添え,
105,003-00-018,茶碗,F,,115,,,,,,,,,,,,添え,
113,003-00-026,木の芽,F,,115,,,,,,,,,,,,添え,
115,003-00-028,添え,Ac,,-1,,,,,,,,,,,,,
