,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,ほうれん,F,,根元,F-part-of
3,003-00-000,根元,F,,落と,Targ
5,005-00-000,落と,Ac,,洗,Targ
10,010-00-000,洗,Ac,,入れ,Targ
13,013-00-000,ふた,T,,でき,T-eq
15,015-00-000,ぴったり,Af,,でき,T-eq
16,016-00-000,でき,Af,,鍋,T-eq
18,018-00-000,鍋,T,,入れ,Dest
21,021-00-000,水,F,,1,other-mod
22,022-00-000,1,Q,,カップ,other-mod
23,023-00-000,カップ,F,,入れ,Dest
25,025-00-000,入れ,Ac,,かけ,Targ
27,027-00-000,中火,T,,かけ,Dest
29,029-00-000,かけ,Ac,,加え,Targ
31,031-00-000,沸騰,Af,,加え,V-tm
35,035-00-000,塩,F,,加え,Targ
36,036-00-000,ひと,Q,,つ,other-mod
37,037-00-000,つ,Af,,つまみ,other-mod
38,038-00-000,つまみ,F,,加え,Targ
40,040-00-000,加え,Ac,,入れ,Targ
41,041-00-000,、,Ac,,入れ,other-mod
42,042-00-000,ほうれん,F,,入れ,Targ
45,045-00-000,入れ,Ac,,する,Targ
47,047-00-000,ふた,T,,する,T-comp
49,049-00-000,する,Ac,,裏返,Targ
52,052-00-000,沸騰,Af,,裏返,V-tm
55,055-00-000,ふた,T,,裏返,T-comp
57,057-00-000,蒸気,F,,もれ,Agent
59,059-00-000,もれ,Af,,な,V-tm
63,063-00-000,な,Af,,裏返,V-tm
68,068-00-000,ほうれん,F,,裏返,Targ
71,071-00-000,裏返,Ac,,通,Targ
74,074-00-000,10,D,,通,V-tm
79,079-00-000,全体,F,,通,Agent
81,081-00-000,火,Sf,,通,Targ
83,083-00-000,通,Ac,,入れ,V-tm
86,086-00-000,ボール,T,,入れ,Dest
88,088-00-000,入れ,Ac,,と,Targ
90,090-00-000,水,F,,と,Targ
92,092-00-000,と,Ac,,さめ,Targ
95,095-00-000,ほうれん,F,,さめ,Agent
98,098-00-000,さめ,Af,,そろえ,Targ
102,102-00-000,根元,F,,そろえ,Targ
104,104-00-000,そろえ,Ac,,取り出,Targ
106,106-00-000,水,F,,取り出,Targ
108,108-00-000,取り出,Ac,,絞,Targ
111,111-00-000,水け,F,,絞,Targ
114,114-00-000,絞,Ac,,加え,Targ
117,117-00-000,しょうゆ,F,,小さじ,other-mod
118,118-00-000,小さじ,Q,,2,other-mod
119,119-00-000,2,F,,加え,Targ
121,121-00-000,だし汁,F,,大さじ,other-mod
122,122-00-000,大さじ,Q,,2,other-mod
123,123-00-000,2,F,,加え,Targ
125,125-00-000,加え,Ac,,て,Targ
126,126-00-000,て,Ac,,薄め,Targ
127,127-00-000,薄め,Ac,,切,Targ
130,130-00-000,ほうれん,F,,切,Targ
134,134-00-000,長,Sf,,3,other-mod
136,136-00-000,3,Sf,,4,other-mod
138,138-00-000,4,Sf,,cm,other-mod
139,139-00-000,cm,Sf,,切,Targ
141,141-00-000,切,Ac,,盛,Targ
144,144-00-000,皿,T,,盛,Dest
146,146-00-000,盛,Ac,,回しかけ,Targ
149,149-00-000,だし汁,F,,回しかけ,Targ
151,151-00-000,薄め,Ac,,しょうゆ,F-eq
153,153-00-000,しょうゆ,F,,回しかけ,Targ
155,155-00-000,回しかけ,Ac,,のせ,Targ
158,158-00-000,削り,Sf,,がつお,F-eq
159,159-00-000,がつお,F,,のせ,Targ
161,161-00-000,のせ,Ac,,,
