Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
0,000-00-000,あさり,F,,9,,,,,,,,,,,,こすり合わせ,
6,000-00-006,貝,F,,7,,,,,,,,,,,,同士,
7,000-00-007,同士,F,,9,,,,,,,,,,,,こすり合わせ,
9,000-00-009,こすり合わせ,Ac,,11,,,,,,,,,,,,洗,
11,000-00-011,洗,Ac,,21,,,,,,,,,,,,する,
14,001-00-000,にんにく,F,,21,,,,,,,,,,,,する,
16,001-00-002,わけぎ,F,,21,,,,,,,,,,,,する,
18,001-00-004,みじん,Sf,,19,,,,,,,,,,,,切り,
19,001-00-005,切り,Sf,,21,,,,,,,,,,,,する,
21,001-00-007,する,Ac,,41,,,,,,,,,,,,入れ,
25,002-00-002,電子,T,,26,,,,,,,,,,,,レンジ,
26,002-00-003,レンジ,T,,29,,,,,,,,,,,,容器,
29,002-00-006,容器,T,,41,,,,,,,,,,,,入れ,
32,002-00-009,あさり,F,,41,,,,,,,,,,,,入れ,
34,002-00-011,にんにく,F,,41,,,,,,,,,,,,入れ,
36,002-00-013,バター,F,,41,,,,,,,,,,,,入れ,
38,002-00-015,白,F,,41,,,,,,,,,,,,入れ,
39,002-00-016,ワイン,F,,41,,,,,,,,,,,,入れ,
41,002-00-018,入れ,Ac,,45,,,,,,,,,,,,被せ,
43,002-00-020,ラップ,T,,45,,,,,,,,,,,,被せ,
45,002-00-022,被せ,Ac,,61,,,,,,,,,,,,加熱,
47,002-00-024,電子,T,,48,,,,,,,,,,,,レンジ,
48,002-00-025,レンジ,T,,61,,,,,,,,,,,,加熱,
50,002-00-027,600,St,,61,,,,,,,,,,,,加熱,
51,002-00-028,W,St,,61,,,,,,,,,,,,加熱,
56,002-00-033,口,Sf,,58,,,,,,,,,,,,開,
58,002-00-035,開,Af,,61,,,,,,,,,,,,加熱,
61,002-00-038,加熱,Ac,,71,,,,,,,,,,,,盛り付け,
66,003-00-002,酒,F,,67,,,,,,,,,,,,蒸し,
67,003-00-003,蒸し,F,,71,,,,,,,,,,,,盛り付け,
69,003-00-005,器,T,,71,,,,,,,,,,,,盛り付け,
71,003-00-007,盛り付け,Ac,,75,,,,,,,,,,,,散ら,
73,003-00-009,わけぎ,F,,75,,,,,,,,,,,,散ら,
75,003-00-011,散ら,Ac,,-1,,,,,,,,,,,,,
