,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,なす,F,,切,Targ
4,004-00-000,切,Ac,,切,Targ
9,009-00-000,角,Sf,,切,Targ
11,011-00-000,切,Ac,,加え,Targ
14,014-00-000,塩,F,,少々,other-mod
15,015-00-000,少々,Q,,加え,Targ
17,017-00-000,加え,Ac,,た,Targ
18,018-00-000,た,Ac,,つけ,Targ
19,019-00-000,水,F,,つけ,F-comp
21,021-00-000,つけ,Ac,,拭,Targ
23,023-00-000,水け,F,,拭,Targ
25,025-00-000,ペーパー,T,,タオル,T-eq
26,026-00-000,タオル,T,,拭,Targ
28,028-00-000,拭,Ac,,戻し入れ,Targ
31,031-00-000,かぼちゃ,F,,取り除,Targ
33,033-00-000,種,F,,取り除,Targ
35,035-00-000,わた,F,,取り除,Targ
37,037-00-000,取り除,Ac,,切,Targ
40,040-00-000,1,Q,,角,other-mod
46,046-00-000,角,Sf,,切,Targ
48,048-00-000,切,Ac,,炒め,Targ
51,051-00-000,ピーマン,F,,切,Targ
55,055-00-000,切,Ac,,取り除,Targ
58,058-00-000,種,F,,取り除,Targ
60,060-00-000,取り除,Ac,,加え,Targ
63,063-00-000,玉ねぎ,F,,切,Targ
67,067-00-000,1,Q,,四方,other-mod
73,073-00-000,四方,Sf,,切,Dest
75,075-00-000,切,Ac,,炒め,Targ
78,078-00-000,ズッキーニ,F,,切,Targ
82,082-00-000,切,Ac,,切,Targ
85,085-00-000,1,Q,,角,other-mod
91,091-00-000,角,Sf,,切,Targ
93,093-00-000,切,Ac,,炒め,Targ
96,096-00-000,トマト,F,,くりぬ,Targ
100,100-00-000,くりぬ,Ac,,入れ,Targ
108,108-00-000,十字,Sf,,切り込み,other-mod
110,110-00-000,切り込み,F,,入れ,Targ
112,112-00-000,入れ,Ac,,くぐ,Targ
115,115-00-000,熱湯,F,,くぐ,F-comp
119,119-00-000,くぐ,Ac,,む,Targ
123,123-00-000,皮,F,,む,Targ
125,125-00-000,む,Ac,,切,Targ
128,128-00-000,横,Sf,,半分,other-mod
129,129-00-000,半分,Sf,,切,Targ
131,131-00-000,切,Ac,,取り除,Targ
134,134-00-000,種,F,,取り除,Targ
136,136-00-000,取り除,Ac,,切,Targ
139,139-00-000,1,Q,,角,other-mod
141,141-00-000,角,Sf,,切,Targ
143,143-00-000,切,Ac,,加え,Targ
146,146-00-000,にんにく,F,,切り,Targ
148,148-00-000,みじん,Sf,,切り,other-mod
149,149-00-000,切り,Sf,,炒め,Targ
153,153-00-000,オーブン,T,,温め,T-comp
155,155-00-000,150,St,,温め,V-tm
157,157-00-000,160,St,,温め,V-tm
160,160-00-000,温め,Ac,,入れ,Targ
164,164-00-000,鍋,T,,入れ,Targ
166,166-00-000,オーブン,T,,オーブン,T-eq
168,168-00-000,入れ,Ac,,熱,Targ
174,174-00-000,オリーブ,F,,大さじ,other-mod
176,176-00-000,大さじ,Q,,熱,Targ
179,179-00-000,中火,T,,熱,Dest
181,181-00-000,熱,Ac,,し,Targ
182,182-00-000,し,Ac,,炒め,Targ
184,184-00-000,なす,F,,炒め,Targ
186,186-00-000,炒め,Ac,,なじ,Agent
189,189-00-000,全体,F,,なじ,Agent
191,191-00-000,油,F,,なじ,Agent
193,193-00-000,なじ,Af,,ふ,Targ
