,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,甘酢,F,,作,Targ
3,003-00-000,作,Ac,,ゆで,Targ
8,008-00-000,縦,Sf,,半分,other-mod
9,009-00-000,半分,Q,,ゆで,Dest
13,013-00-000,さっと,Ac,,ゆで,V-tm
14,014-00-000,ゆで,Ac,,漬け,Targ
16,016-00-000,熱,Sf,,合わせ,V-tm
20,020-00-000,調味,F,,料,F-eq
21,021-00-000,料,F,,合わせ,Targ
23,023-00-000,合わせ,Ac,,漬け,Targ
25,025-00-000,中,F,,漬け,Dest
27,027-00-000,漬け,Ac,,添え,Targ
30,030-00-000,オーブン,T,,温め,T-comp
32,032-00-000,200,St,,温め,V-tm
35,035-00-000,温め,Ac,,て,Targ
36,036-00-000,て,Ac,,お,Targ
37,037-00-000,お,Ac,,焼,Targ
42,042-00-000,ぜいご,F,,取,Targ
44,044-00-000,取,Ac,,り,Targ
45,045-00-000,り,Ac,,おろ,Targ
47,047-00-000,三,Sf,,おろ,Dest
50,050-00-000,おろ,Ac,,ふ,Targ
53,053-00-000,両面,F,,ふ,Dest
55,055-00-000,塩,F,,ふ,Targ
57,057-00-000,ふ,Ac,,っ,Targ
58,058-00-000,っ,Ac,,お,Targ
60,060-00-000,10,D,,お,V-tm
62,062-00-000,ほど,Ac,,お,V-tm
63,063-00-000,お,Ac,,拭,Targ
66,066-00-000,水け,F,,拭,Targ
68,068-00-000,拭,Ac,,敷,Targ
71,071-00-000,オーブン,T,,敷,Dest
75,075-00-000,敷,Ac,,並べ,Targ
78,078-00-000,天板,T,,並べ,Dest
80,080-00-000,皮目,F,,下,V-tm
82,082-00-000,下,Sf,,並べ,Dest
86,086-00-000,並べ,Ac,,焼,Targ
88,088-00-000,中段,T,,焼,T-comp
90,090-00-000,約,D,,5,V-tm
91,091-00-000,5,D,,焼,V-tm
93,093-00-000,焼,Ac,,焼,Targ
96,096-00-000,練り,Ac,,みそ,F-eq
97,097-00-000,みそ,F,,作,Targ
99,099-00-000,作,Ac,,合わせ,Targ
102,102-00-000,赤,F,,みそ,F-eq
103,103-00-000,みそ,F,,合わせ,Targ
105,105-00-000,砂糖,F,,合わせ,Targ
107,107-00-000,酒,F,,合わせ,Targ
109,109-00-000,小鍋,T,,合わせ,Dest
111,111-00-000,合わせ,Ac,,練,Targ
113,113-00-000,中火,T,,練,Targ
117,117-00-000,練,Ac,,おろ,Targ
120,120-00-000,火,T,,おろ,Dest
122,122-00-000,おろ,Ac,,さま,Targ
126,126-00-000,さま,Ac,,加え,Targ
129,129-00-000,卵黄,F,,加え,Targ
131,131-00-000,加え,Ac,,、,Targ
132,132-00-000,、,Ac,,さっと,V-tm
133,133-00-000,さっと,Ac,,かけ,V-tm
134,134-00-000,火,T,,かけ,Targ
136,136-00-000,かけ,Ac,,て,Targ
137,137-00-000,て,Ac,,混ぜ,Targ
138,138-00-000,混ぜ,Ac,,加え,Targ
140,140-00-000,しょうが,F,,加え,Targ
141,141-00-000,汁,F,,加え,Targ
143,143-00-000,加え,Ac,,る,Targ
144,144-00-000,る,Ac,,焼,Targ
148,148-00-000,練り,Ac,,みそ,F-eq
149,149-00-000,みそ,F,,塗,Targ
151,151-00-000,塗,Ac,,り,Targ
152,152-00-000,り,Ac,,入れ,Targ
154,154-00-000,オーブン,T,,入れ,Dest
158,158-00-000,入れ,Ac,,て,Targ
159,159-00-000,て,Ac,,焼,Targ
161,161-00-000,5,D,,焼,V-tm
163,163-00-000,焼,Ac,,盛,Targ
166,166-00-000,皿,T,,盛,Dest
168,168-00-000,盛,Ac,,ふ,Dest
171,171-00-000,白,Sf,,ごま,F-eq
174,174-00-000,ごま,F,,ふ,Targ
176,176-00-000,ふ,Ac,,り,Targ
177,177-00-000,り,Ac,,添え,Targ
179,179-00-000,青,F,,葉,F-eq
182,182-00-000,葉,F,,添え,Targ
184,184-00-000,甘酢,F,,添え,Targ
187,187-00-000,添え,Ac,,,
