Unnamed: 0,number,new_word,new_tag,Agent,Targ,Dest,F-comp,T-comp,F-eq,F-part-of,F-set,T-eq,T-part-of,V-eq,V-tm,other-mod,dependnecy_dst,arclabel
0,000-00-000,人参,F,,25,,,,,,,,,,,,する,
2,000-00-002,いちょう,Sf,,3,,,,,,,,,,,,切り,
3,000-00-003,切り,Sf,,25,,,,,,,,,,,,する,
6,000-00-006,玉ねぎ,F,,12,,,,,,,,,,,,剥,
8,000-00-008,じゃがいも,F,,12,,,,,,,,,,,,剥,
10,000-00-010,皮,F,,12,,,,,,,,,,,,剥,
12,000-00-012,剥,Ac,,25,,,,,,,,,,,,する,
14,000-00-014,1,Sf,,18,,,,,,,,,,,,切,
15,000-00-015,cm,Sf,,18,,,,,,,,,,,,切,
16,000-00-016,角,Sf,,18,,,,,,,,,,,,切,
18,000-00-018,切,Ac,,25,,,,,,,,,,,,する,
21,000-00-021,マッシュルーム,F,,25,,,,,,,,,,,,する,
23,000-00-023,薄切り,Sf,,25,,,,,,,,,,,,する,
25,000-00-025,する,Ac,,104,,,,,,,,,,,,入れ,
27,001-00-000,バター,F,,31,,,,,,,,,,,,戻,
29,001-00-002,常温,Sf,,31,,,,,,,,,,,,戻,
31,001-00-004,戻,Ac,,35,,,,,,,,,,,,混ぜ,
33,001-00-006,片栗粉,F,,35,,,,,,,,,,,,混ぜ,
35,001-00-008,混ぜ,Ac,,138,,,,,,,,,,,,加え,
38,002-00-000,あさり,F,,47,,,,,,,,,,,,こす,
44,002-00-006,貝,F,,45,,,,,,,,,,,,同士,
45,002-00-007,同士,F,,47,,,,,,,,,,,,こす,
47,002-00-009,こす,Ac,,49,,,,,,,,,,,,洗い,
49,002-00-011,洗い,Ac,,58,,,,,,,,,,,,入れ,
52,003-00-000,水,F,,58,,,,,,,,,,,,入れ,
54,003-00-002,あさり,F,,58,,,,,,,,,,,,入れ,
56,003-00-004,鍋,T,,58,,,,,,,,,,,,入れ,
58,003-00-006,入れ,Ac,,61,,,,,,,,,,,,かけ,
59,003-00-007,火,T,,61,,,,,,,,,,,,かけ,
61,003-00-009,かけ,Ac,,77,,,,,,,,,,,,止め,
64,003-00-012,あさり,F,,66,,,,,,,,,,,,開,
66,003-00-014,開,Af,,77,,,,,,,,,,,,止め,
72,003-00-020,アク,F,,77,,,,,,,,,,,,止め,
75,003-00-023,火,T,,77,,,,,,,,,,,,止め,
77,003-00-025,止め,Ac,,85,,,,,,,,,,,,分け,
80,004-00-000,あさり,F,,83,,,,,,,,,,,,汁,
82,004-00-002,茹で,Sf,,83,,,,,,,,,,,,汁,
83,004-00-003,汁,F,,85,,,,,,,,,,,,分け,
85,004-00-005,分け,Ac,,91,,,,,,,,,,,,取り出,
87,004-00-007,あさり,F,,89,,,,,,,,,,,,身,
89,004-00-009,身,F,,91,,,,,,,,,,,,取り出,
91,004-00-011,取り出,Ac,,147,,,,,,,,,,,,加え,
94,005-00-000,鍋,T,,104,,,,,,,,,,,,入れ,
96,005-00-002,じゃがいも,F,,104,,,,,,,,,,,,入れ,
98,005-00-004,玉ねぎ,F,,104,,,,,,,,,,,,入れ,
100,005-00-006,人参,F,,104,,,,,,,,,,,,入れ,
104,005-00-010,入れ,Ac,,111,,,,,,,,,,,,加え,
106,005-00-012,あさり,F,,108,,,,,,,,,,,,茹で,
108,005-00-014,茹で,F,,109,,,,,,,,,,,,汁,
109,005-00-015,汁,F,,111,,,,,,,,,,,,加え,
111,005-00-017,加え,Ac,,113,,,,,,,,,,,,火,
113,005-00-019,火,T,,115,,,,,,,,,,,,かけ,
115,005-00-021,かけ,Ac,,133,,,,,,,,,,,,加え,
118,005-01-024,野菜,F,,120,,,,,,,,,,,,軟らか,
120,005-01-026,軟らか,Sf,,122,,,,,,,,,,,,な,
122,005-01-028,な,Af,,133,,,,,,,,,,,,加え,
126,005-01-032,コンソメ,F,,127,,,,,,,,,,,,顆粒,
127,005-01-033,顆粒,F,,133,,,,,,,,,,,,加え,
129,005-01-035,塩,F,,133,,,,,,,,,,,,加え,
131,005-01-037,こしょう,F,,133,,,,,,,,,,,,加え,
133,005-01-039,加え,Ac,,134,,,,,,,,,,,,混ぜ,
134,005-01-040,混ぜ,Ac,,138,,,,,,,,,,,,加え,
136,005-01-042,バター,F,,138,,,,,,,,,,,,加え,
138,005-01-044,加え,Ac,,139,,,,,,,,,,,,溶か,
