,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,豚肉,F,,切,Targ
2,002-00-000,幅,Sf,,2,other-mod
3,003-00-000,2,Q,,切,Dest
6,006-00-000,切,Ac,,戻し入れ,Targ
9,009-00-000,卵,F,,溶きほぐ,Targ
11,011-00-000,溶きほぐ,Ac,,加え,Targ
14,014-00-000,塩,F,,加え,Targ
15,015-00-000,少々,Q,,加え,Targ
17,017-00-000,加え,Ac,,る,Targ
18,018-00-000,る,Ac,,流し入れ,Targ
20,020-00-000,フライパン,T,,熱,T-comp
22,022-00-000,サラダ,F,,油,F-eq
23,023-00-000,油,F,,熱,Targ
24,024-00-000,少々,Q,,熱,Targ
26,026-00-000,強火,T,,熱,Targ
28,028-00-000,熱,Ac,,入れ,Targ
31,031-00-000,豚肉,F,,入れ,Targ
33,033-00-000,入れ,Ac,,る,Targ
34,034-00-000,る,Ac,,ふ,Targ
36,036-00-000,塩,F,,ふ,Targ
38,038-00-000,粗びき,F,,ふ,Targ
42,042-00-000,少々,Q,,ふ,Targ
44,044-00-000,ふ,Ac,,炒め,Targ
47,047-00-000,こんがり,Sf,,炒め,V-tm
51,051-00-000,炒め,Ac,,取り出,Targ
53,053-00-000,取り出,Ac,,戻し入れ,Targ
56,056-00-000,フライパン,T,,拭,T-comp
59,059-00-000,拭,Ac,,戻し入れ,Targ
62,062-00-000,サラダ,F,,油,F-eq
63,063-00-000,油,F,,熱,Targ
64,064-00-000,大さじ,Q,,1,other-mod
65,065-00-000,1,Q,,熱,Targ
67,067-00-000,中火,T,,熱,Dest
69,069-00-000,熱,Ac,,流し入れ,Targ
73,073-00-000,卵液,F,,流し入れ,Targ
77,077-00-000,流し入れ,Ac,,混ぜ,Targ
80,080-00-000,菜箸,T,,混ぜ,T-comp
84,084-00-000,混ぜ,Ac,,加え,Targ
86,086-00-000,卵,F,,加え,Targ
88,088-00-000,縁,Sf,,固ま,V-tm
90,090-00-000,固ま,Af,,加え,V-tm
95,095-00-000,ご飯,F,,加え,Targ
97,097-00-000,加え,Ac,,からめ,Targ
98,098-00-000,、,Ac,,からめ,other-mod
99,099-00-000,ご飯,F,,からめ,Targ
101,101-00-000,卵,F,,からめ,Targ
103,103-00-000,からめ,Ac,,ほぐ,Targ
107,107-00-000,ほぐ,Ac,,炒め,Targ
110,110-00-000,炒め,Ac,,戻し入れ,Targ
113,113-00-000,豚肉,F,,戻し入れ,Targ
115,115-00-000,戻し入れ,Ac,,入れ,Targ
117,117-00-000,塩,F,,入れ,Targ
118,118-00-000,小さじ,Q,,1,other-mod
119,119-00-000,1,Q,,3,other-mod
121,121-00-000,3,F,,入れ,Targ
123,123-00-000,入れ,Ac,,て,Targ
124,124-00-000,て,Ac,,混ぜ合わせ,Targ
125,125-00-000,全体,F,,混ぜ合わせ,Targ
127,127-00-000,混ぜ合わせ,Ac,,加え,Targ
131,131-00-000,ねぎ,F,,加え,Targ
133,133-00-000,加え,Ac,,回し入れ,Targ
134,134-00-000,、,Ac,,回し入れ,other-mod
135,135-00-000,しょうゆ,F,,回し入れ,Targ
136,136-00-000,適宜,F,,回し入れ,Targ
138,138-00-000,鍋肌,T,,回し入れ,Targ
140,140-00-000,回し入れ,Ac,,混ぜ,Targ
142,142-00-000,混ぜ,Ac,,止め,Targ
144,144-00-000,火,T,,止め,Targ
146,146-00-000,止め,Ac,,取り分け,Targ
149,149-00-000,トッピング,Ac,,取り分け,Targ
151,151-00-000,豚肉,F,,取り分け,Targ
152,152-00-000,適宜,F,,取り分け,Targ
154,154-00-000,取り分け,Ac,,詰め,Targ
156,156-00-000,小さ,Sf,,ボール,T-eq
158,158-00-000,ボール,T,,詰め,Targ
161,161-00-000,炒飯,F,,詰め,Targ
163,163-00-000,詰め,Ac,,返,Targ
166,166-00-000,器,T,,返,Dest
168,168-00-000,返,Ac,,盛,Targ
171,171-00-000,山形,F,,盛,Dest
173,173-00-000,盛,Ac,,のせ,Targ
176,176-00-000,豚肉,F,,のせ,Targ
178,178-00-000,紅,F,,しょうが,F-eq
179,179-00-000,しょうが,F,,のせ,Targ
181,181-00-000,のせ,Ac,,ふ,Targ
184,184-00-000,粗びき,F,,ふ,Targ
187,187-00-000,適宜,F,,ふ,Targ
189,189-00-000,ふ,Ac,,,
