,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,牛肉,F,5,切,Targ
2,002-00-000,一口,Sf,5,切,Dest
3,003-00-000,大,Sf,5,切,Dest
5,005-00-000,切,Ac,75,加え,Targ
8,008-00-000,じゃがいも,F,24,切,Targ
10,010-00-000,皮,F,24,切,Targ
15,015-00-000,大き,Sf,24,切,Dest
21,021-00-000,4,Sf,24,切,Dest
24,024-00-000,切,Ac,86,切,Targ
27,027-00-000,煮くずれ,Ac,36,削り取,Dest
32,032-00-000,切り口,F,36,削り取,Targ
34,034-00-000,角,F,36,削り取,Targ
36,036-00-000,削り取,Ac,75,炒め,Targ
39,039-00-000,面取り,Ac,75,炒め,Targ
42,042-00-000,玉ねぎ,F,46,切,Targ
44,044-00-000,くし形,Sf,46,切,Dest
46,046-00-000,切,Ac,104,加え,Targ
49,049-00-000,糸,F,53,ゆで,Targ
53,053-00-000,ゆで,Ac,58,切,Targ
55,055-00-000,食べ,Sf,58,切,Dest
58,058-00-000,切,Ac,104,加え,Targ
61,061-00-000,厚手,Ac,63,鍋,T-eq
63,063-00-000,鍋,T,68,熱,Targ
65,065-00-000,サラダ,F,66,油,T-eq
66,066-00-000,油,F,68,熱,Targ
68,068-00-000,熱,Ac,69,し,Targ
69,069-00-000,し,Ac,75,炒め,Targ
71,071-00-000,牛肉,F,75,炒め,Targ
73,073-00-000,中火,T,75,炒め,Dest
75,075-00-000,炒め,Ac,86,加え,Targ
77,077-00-000,色,Sf,80,変わ,Agent
80,080-00-000,変わ,Af,86,加え,V-tm
84,084-00-000,じゃがいも,F,86,加え,Targ
86,086-00-000,加え,Ac,94,炒め,Targ
87,087-00-000,、,Ac,94,炒め,Targ
88,088-00-000,油,F,90,なじ,Agent
90,090-00-000,なじ,Af,94,炒め,Targ
94,094-00-000,炒め,Ac,104,加え,Targ
97,097-00-000,玉ねぎ,F,104,加え,Targ
99,099-00-000,糸,F,104,加え,Targ
104,104-00-000,加え,Ac,105,て,Targ
105,105-00-000,て,Ac,108,炒め合わせ,Targ
108,108-00-000,炒め合わせ,Ac,117,加え,Targ
110,110-00-000,調味,F,117,加え,Targ
113,113-00-000,水,F,117,加え,Targ
115,115-00-000,ひたひた,Q,117,加え,V-tm
117,117-00-000,加え,Ac,118,て,Targ
118,118-00-000,て,Ac,128,落としぶた,Targ
120,120-00-000,中央,F,124,あけ,Targ
122,122-00-000,穴,Sf,124,あけ,Targ
124,124-00-000,あけ,Ac,128,ホイル,Targ
126,126-00-000,ホイル,F,128,落としぶた,T-eq
128,128-00-000,落としぶた,Ac,129,し,Targ
130,130-00-000,し,Ac,132,弱め,Targ
132,132-00-000,弱め,Ac,136,煮,Dest
134,134-00-000,中火,T,136,煮,Dest
136,136-00-000,煮,Ac,150,み,Targ
139,139-00-000,煮汁,F,150,み,Targ
141,141-00-000,少な,Sf,150,み,V-tm
148,148-00-000,味,Sf,150,み,V-tm
150,150-00-000,み,Ac,153,たり,Targ
153,153-00-000,たり,Ac,163,ととのえ,Targ
157,157-00-000,砂糖,F,163,ととのえ,Dest
159,159-00-000,しょうゆ,F,163,ととのえ,Dest
161,161-00-000,味,Sf,163,ととのえ,Targ
163,163-00-000,ととのえ,Ac,163,煮,Targ
165,165-00-000,煮汁,F,167,なくな,V-tm
167,167-00-000,なくな,Af,170,煮,Targ
170,170-00-000,煮,Ac,-1,,
