,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,米,F,,炊,Targ
2,002-00-000,炊,Ac,,上げ,Targ
4,004-00-000,30,D,,分,other-mod
5,005-00-000,分,Ac,,前,other-mod
6,006-00-000,前,F,,上げ,V-tm
11,011-00-000,ざる,T,,上げ,Targ
13,013-00-000,上げ,Ac,,加え,Targ
29,029-00-000,2,Q,,竹串,other-mod
33,033-00-000,竹串,T,,刺,Dest
35,035-00-000,刺,Ac,,取,Targ
38,038-00-000,背わた,F,,取,Targ
40,040-00-000,取,Ac,,る,Targ
41,041-00-000,る,Ac,,並べ入れ,Targ
43,043-00-000,ムール,F,,こすり合わせ,Targ
49,049-00-000,こすり合わせ,Ac,,洗,Targ
55,055-00-000,洗,Ac,,取,Targ
58,058-00-000,足糸,F,,取,Targ
60,060-00-000,取,Ac,,る,Targ
61,061-00-000,る,Ac,,並べ入れ,Targ
63,063-00-000,白身,F,,魚,F-eq
64,064-00-000,魚,F,,切,Targ
66,066-00-000,半分,Sf,,切,Targ
68,068-00-000,切,Ac,,ふ,Targ
71,071-00-000,塩,F,,ふ,Targ
73,073-00-000,こしょう,F,,ふ,Targ
75,075-00-000,少々,Q,,ふ,Targ
77,077-00-000,ふ,Ac,,入れ,Targ
80,080-00-000,鶏肉,F,,大き,F-eq
82,082-00-000,大き,Sf,,もの,F-eq
84,084-00-000,もの,F,,切,Targ
86,086-00-000,食べ,Sf,,切,Targ
89,089-00-000,切,Ac,,ふ,Targ
92,092-00-000,塩,F,,ふ,Targ
94,094-00-000,こしょう,F,,ふ,Targ
96,096-00-000,少々,Q,,ふ,Targ
98,098-00-000,ふ,Ac,,入れ,Targ
101,101-00-000,サフラン,F,,入れ,Targ
103,103-00-000,小さ,Sf,,器,T-eq
105,105-00-000,器,T,,入れ,Dest
107,107-00-000,入れ,Ac,,て,Targ
108,108-00-000,て,Ac,,加え,Targ
109,109-00-000,水,F,,加え,Targ
110,110-00-000,大さじ,Q,,4,other-mod
111,111-00-000,4,D,,加え,Targ
113,113-00-000,加え,Ac,,うつ,Targ
115,115-00-000,水,F,,うつ,Dest
117,117-00-000,色,Sf,,うつ,Agent
119,119-00-000,うつ,Ac,,加え,Targ
122,122-00-000,トマト,F,,取,Targ
124,124-00-000,へた,F,,取,Targ
126,126-00-000,取,Ac,,り,Targ
127,127-00-000,り,Ac,,切,Targ
129,129-00-000,縦,Sf,,8,other-mod
130,130-00-000,8,Sf,,等分,other-mod
131,131-00-000,等分,Sf,,切,Targ
133,133-00-000,切,Ac,,取り除,Targ
