,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,鶏肉,F,,身,F-part-of
2,002-00-000,身,F,,そば,F-part-of
4,004-00-000,そば,F,,脂肪,F-part-of
10,010-00-000,脂肪,F,,切,Targ
12,012-00-000,切,Ac,,入れ,Targ
15,015-00-000,身,F,,入れ,Targ
17,017-00-000,数,Ac,,切り目,F-part-of
19,019-00-000,切り目,F,,入れ,F-part-of
21,021-00-000,入れ,Ac,,て,Targ
22,022-00-000,て,Ac,,切,Targ
23,023-00-000,筋,F,,切,Targ
25,025-00-000,切,Ac,,ふ,Targ
28,028-00-000,塩,F,,ふ,Targ
30,030-00-000,粗びき,F,,ふ,Targ
34,034-00-000,少々,Q,,ふ,Targ
36,036-00-000,ふ,Ac,,し,Targ
39,039-00-000,トマト,F,,切,Targ
41,041-00-000,食べ,Sf,,切,other-mod
44,044-00-000,大き,Sf,,切,other-mod
47,047-00-000,切,Ac,,添え,Targ
50,050-00-000,鶏肉,F,,し,Targ
52,052-00-000,皮目,F,,上,other-mod
54,054-00-000,上,Sf,,し,Dest
56,056-00-000,し,Ac,,のせ,Targ
58,058-00-000,耐熱,T,,皿,T-eq
59,059-00-000,皿,T,,のせ,Targ
61,061-00-000,のせ,Ac,,回しかけ,Targ
63,063-00-000,酒,F,,回しかけ,Targ
64,064-00-000,大さじ,Q,,2,other-mod
65,065-00-000,2,Sf,,3,other-mod
67,067-00-000,3,Q,,回しかけ,Targ
69,069-00-000,回しかけ,Ac,,し,Targ
72,072-00-000,ふんわり,F,,し,V-tm
74,074-00-000,ラップ,T,,し,Targ
76,076-00-000,し,Ac,,加熱,Targ
79,079-00-000,電子,T,,レンジ,T-eq
80,080-00-000,レンジ,T,,加熱,Targ
82,082-00-000,4,D,,加熱,V-tm
85,085-00-000,加熱,Ac,,入れ,Targ
88,088-00-000,薬味,F,,入れ,Targ
91,091-00-000,材料,F,,入れ,Targ
93,093-00-000,耐熱,T,,入れ,Targ
96,096-00-000,入れ,Ac,,て,Targ
97,097-00-000,て,Ac,,混ぜ,Targ
99,099-00-000,混ぜ,Ac,,し,Targ
101,101-00-000,ふんわり,F,,し,V-tm
103,103-00-000,ラップ,T,,し,Targ
105,105-00-000,し,Ac,,加熱,Targ
108,108-00-000,電子,T,,レンジ,T-eq
109,109-00-000,レンジ,T,,加熱,Targ
111,111-00-000,20,D,,加熱,V-tm
114,114-00-000,加熱,Ac,,のせ,Targ
117,117-00-000,器,T,,盛,Dest
119,119-00-000,ご飯,F,,盛,Targ
121,121-00-000,盛,Ac,,のせ,Targ
124,124-00-000,食べ,Sf,,のせ,other-mod
127,127-00-000,切,Ac,,のせ,other-mod
130,130-00-000,鶏肉,F,,のせ,Targ
132,132-00-000,のせ,Ac,,添え,Targ
134,134-00-000,トマト,F,,添え,Targ
136,136-00-000,香菜,F,,添え,Targ
138,138-00-000,添え,Ac,,回しかけ,Targ
141,141-00-000,薬味,F,,回しかけ,Targ
144,144-00-000,回しかけ,Ac,,,
