,number,new_word,new_tag,Targ,dependency_dst,arclabel
1,001-00-000,玉ねぎ,F,,切り,Targ
3,003-00-000,みじん,Ac,,切り,other-mod
4,004-00-000,切り,F,,入れ,Targ
8,008-00-000,耐熱,T,,器,T-eq
10,010-00-000,器,T,,入れ,Dest
12,012-00-000,入れ,Ac,,のせ,Targ
14,014-00-000,バター,F,,のせ,Targ
15,015-00-000,大さじ,Q,,1,other-mod
16,016-00-000,1,Sf,,のせ,Targ
18,018-00-000,のせ,Ac,,かけ,Targ
22,022-00-000,ラップ,T,,かけ,T-comp
24,024-00-000,かけ,Ac,,る,Targ
25,025-00-000,る,Ac,,加え,Targ
27,027-00-000,電子,T,,レンジ,T-eq
28,028-00-000,レンジ,T,,加熱,T-comp
30,030-00-000,3,F,,分,other-mod
31,031-00-000,分,Q,,加熱,V-tm
33,033-00-000,加熱,Ac,,取,Targ
36,036-00-000,粗熱,Sf,,取,Targ
38,038-00-000,取,Ac,,加え,Targ
42,042-00-000,ベーコン,F,,切,Targ
44,044-00-000,幅,Sf,,1,other-mod
45,045-00-000,1,Sf,,cm,other-mod
46,046-00-000,cm,Sf,,切,Dest
48,048-00-000,切,Ac,,散ら,Targ
54,054-00-000,外側,F,,葉,other-mod
56,056-00-000,葉,F,,2,other-mod
57,057-00-000,2,Q,,枚,other-mod
58,058-00-000,枚,F,,取り除,Targ
61,061-00-000,汚れ,Ac,,取り除,Targ
66,066-00-000,破れ,Af,,取り除,Targ
76,076-00-000,取り除,Ac,,洗,Targ
81,081-00-000,洗,Ac,,包,Targ
85,085-00-000,全体,F,,包,Targ
89,089-00-000,ラップ,T,,包,T-comp
91,091-00-000,包,Ac,,加熱,Targ
94,094-00-000,電子,T,,レンジ,T-eq
95,095-00-000,レンジ,T,,加熱,T-comp
97,097-00-000,7,D,,分,other-mod
98,098-00-000,分,Q,,加熱,V-tm
100,100-00-000,加熱,Ac,,はが,Targ
107,107-00-000,葉,F,,柔らか,V-tm
109,109-00-000,柔らか,Sf,,はが,V-tm
