,number,new_word,new_tag,Targ,dependency_dst,arclabel
0,000-00-000,卵,F,,2,other-mod
1,001-00-000,2,F,,割り入れ,Targ
4,004-00-000,小さな,T,,器,T-eq
5,005-00-000,器,T,,割り入れ,Dest
7,007-00-000,割り入れ,Ac,,入れ,Targ
10,010-00-000,フライパン,T,,入れ,Dest
12,012-00-000,サラダ,F,,油,F-eq
13,013-00-000,油,F,,入れ,Targ
14,014-00-000,小さじ,Q,,1,other-mod
15,015-00-000,1,Q,,入れ,Targ
17,017-00-000,入れ,Ac,,て,Targ
18,018-00-000,て,Ac,,かけ,Targ
19,019-00-000,中火,T,,かけ,Dest
21,021-00-000,かけ,Ac,,入れ,Targ
23,023-00-000,充分,F,,温ま,V-tm
25,025-00-000,温ま,Af,,入れ,Targ
30,030-00-000,卵,F,,入れ,Targ
32,032-00-000,入れ,Ac,,る,Targ
33,033-00-000,る,Ac,,割り入れ,Targ
36,036-00-000,割り入れ,Ac,,割り入れ,Targ
40,040-00-000,黄身,F,,くずれ,V-tm
42,042-00-000,くずれ,Af,,な,V-tm
46,046-00-000,な,Af,,割り入れ,V-tm
53,053-00-000,ずつ,T,,割り入れ,Targ
54,054-00-000,器,T,,割り入れ,Dest
56,056-00-000,割り入れ,Ac,,流し入れ,Targ
60,060-00-000,流し入れ,Ac,,し,Targ
64,064-00-000,し,Ac,,近づけ,Targ
67,067-00-000,器,T,,近づけ,Dest
69,069-00-000,縁,F,,近づけ,Dest
71,071-00-000,フライパン,T,,近づけ,Dest
76,076-00-000,近づけ,Ac,,流し入れ,Targ
78,078-00-000,そっと,F,,流し入れ,V-tm
79,079-00-000,卵,F,,流し入れ,Targ
81,081-00-000,流し入れ,Ac,,広が,Targ
85,085-00-000,白身,F,,広が,Agent
87,087-00-000,広が,Af,,固ま,Targ
92,092-00-000,形,F,,固ま,Agent
100,100-00-000,白身,F,,固ま,Agent
102,102-00-000,固ま,Af,,加え,Targ
109,109-00-000,水,F,,大さじ,other-mod
110,110-00-000,大さじ,Q,,1,other-mod
111,111-00-000,1,Q,,2,other-mod
113,113-00-000,2,F,,加え,Targ
115,115-00-000,加え,Ac,,る,Targ
116,116-00-000,る,Ac,,仕上が,Targ
122,122-00-000,白身,F,,焦げ,Agent
124,124-00-000,縁,F,,裏側,T-eq
126,126-00-000,裏側,F,,焦げ,Agent
128,128-00-000,焦げ,Af,,仕上が,Agent
131,131-00-000,きれい,F,,仕上が,Dest
133,133-00-000,仕上が,Ac,,せ,Targ
138,138-00-000,ふた,T,,せ,Targ
140,140-00-000,せ,Ac,,焼,Targ
143,143-00-000,焼,Ac,,固ま,Targ
146,146-00-000,黄身,F,,まわり,F-part-of
148,148-00-000,まわり,F,,固ま,Agent
150,150-00-000,固ま,Af,,止め,V-tm
157,157-00-000,火,T,,止め,Targ
159,159-00-000,止め,Ac,,くず,Targ
162,162-00-000,黄身,F,,くず,Agent
167,167-00-000,箸,T,,くず,T-comp
169,169-00-000,くず,Ac,,流れ出,Agent
172,172-00-000,とろり,F,,流れ出,V-tm
174,174-00-000,流れ出,Af,,流れ出,Agent
178,178-00-000,柔らか,Sf,,流れ出,Agent
181,181-00-000,流れ出,Af,,,
